Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
11/8/1999,0.00603899,0.037597847,0.018675431,,7/10/2000,0.016483356,0.053942203,0.020797808
11/15/1999,0.021547435,0.044951759,0.018410306,,7/17/2000,-0.007350752,-0.03638741,-0.019925974
11/22/1999,-0.001362218,0.023049096,-0.003790582,,7/24/2000,-0.020936748,-0.111349902,-0.041591004
11/29/1999,0.026692344,0.020900654,0.011705763,,7/31/2000,0.024117062,0.033386751,0.029861897
12/6/1999,-0.005462216,0.027900402,-0.011409296,,8/7/2000,0.023863784,0.000556925,0.006071985
12/13/1999,0.002911603,0.036031204,0.002811765,,8/14/2000,0.001692528,0.036499799,0.013416502
12/20/1999,0.013090143,0.056053489,0.025916798,,8/21/2000,0.013143648,0.028181863,0.00982606
12/27/1999,0.007978109,0.024848454,0.007453287,,8/28/2000,0.004114806,0.046317307,0.009460942
1/3/2000,0.002210236,-0.046963253,-0.01908866,,9/4/2000,-0.001614456,-0.062342909,-0.017425096
1/10/2000,0.017244243,0.045723936,0.016294237,,9/11/2000,-0.026519075,-0.036652818,-0.019383672
1/17/2000,-0.041030945,0.041243602,-0.016370541,,9/18/2000,-0.007314125,-0.008239348,-0.011727643
1/24/2000,-0.046650233,-0.085822074,-0.057984737,,9/25/2000,-0.018276399,-0.035030276,-0.00846382
1/31/2000,0.020729039,0.087883562,0.046127242,,10/2/2000,-0.005118729,-0.088718251,-0.019343439
2/7/2000,-0.050372012,0.035030719,-0.026499956,,10/9/2000,-0.038906807,-0.013250103,-0.025023184
2/14/2000,-0.019927337,0.003699263,-0.030025583,,10/16/2000,0.003370446,0.048942731,0.016427066
2/21/2000,-0.035598403,0.039719728,-0.009502008,,10/23/2000,0.03497754,-0.060590825,-0.012497937
2/28/2000,0.049945828,0.068260084,0.055298849,,10/30/2000,0.021238095,0.05148879,0.033577961
3/6/2000,-0.043205325,0.026865928,-0.010056355,,11/6/2000,-0.020074527,-0.130602893,-0.043484929
3/13/2000,0.064962273,-0.050888728,0.048548828,,11/13/2000,0.002535691,-0.00059445,0.001272994
3/20/2000,0.04768643,0.033790164,0.042112817,,11/20/2000,-0.015131937,-0.041414875,-0.019155446
3/27/2000,-0.017318602,-0.081884112,-0.019088236,,11/27/2000,-0.0092777,-0.093439187,-0.019978113
4/3/2000,0.017207079,-0.028026217,0.011788152,,12/4/2000,0.032191234,0.097922354,0.040718916
4/10/2000,-0.075274963,-0.291752795,-0.111353988,,12/11/2000,-0.026287868,-0.094910219,-0.043063424
4/17/2000,0.050912638,0.092695742,0.05589214,,12/18/2000,0.01904136,-0.052717179,-0.004736324
4/24/2000,-0.010208621,0.057789115,0.012393785,,12/25/2000,0.014230436,-0.018647007,0.01091315
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
1/1/2001,-0.011746565,-0.025777536,-0.016749648,,9/3/2001,-0.035175178,-0.067432194,-0.043082078
1/8/2001,-0.012897463,0.087001034,0.015438476,,9/10/2001,-3.54E-05,0.004540281,0.006206647
1/15/2001,0.005893073,0.053332291,0.018030686,,9/17/2001,-0.153845201,-0.175006118,-0.123303814
1/22/2001,0.006814041,0.003934009,0.009201146,,9/24/2001,0.071649999,0.051764031,0.074922612
1/29/2001,0.018967153,-0.044404387,-0.004052616,,10/1/2001,0.030302867,0.068645865,0.028823447
2/5/2001,-0.007636656,-0.073903301,-0.026057754,,10/8/2001,0.024307033,0.059315582,0.018742793
2/12/2001,0.001702413,-0.018622609,-0.010113629,,10/15/2001,-0.015101404,-0.019018482,-0.016784646
2/19/2001,-0.0337029,-0.069513344,-0.043714475,,10/22/2001,0.036385098,0.056783996,0.028586629
2/26/2001,0.002334891,-0.066177337,-0.009419217,,10/29/2001,-0.02349287,-0.013218986,-0.015886779
3/5/2001,0.016893125,-0.031102497,-0.000615991,,11/5/2001,0.030053696,0.046312215,0.029999947
3/12/2001,-0.080286283,-0.082136774,-0.069568103,,11/12/2001,0.026598781,0.037621205,0.016237886
3/19/2001,-0.03297347,0.019777646,-0.009343641,,11/19/2001,0.009353085,0.002430439,0.01021415
3/26/2001,0.038594191,-0.046928988,0.01782532,,11/26/2001,-0.010918176,0.014283799,-0.009511874
4/2/2001,-0.008916277,-0.067373309,-0.027877076,,12/3/2001,0.019889123,0.045900631,0.01641645
4/9/2001,0.03372647,0.131140264,0.047648816,,12/10/2001,-0.023999364,-0.034267368,-0.030878312
4/16/2001,0.04375197,0.098011813,0.049035556,,12/17/2001,0.022593313,-0.003765118,0.019224791
4/23/2001,0.021525028,-0.041396862,0.008068912,,12/24/2001,0.010078285,0.021068212,0.013990371
4/30/2001,0.012976473,0.054311165,0.01076341,,12/31/2001,0.012036388,0.035648099,0.009847812
5/7/2001,-0.011935414,-0.03913078,-0.016670455,,1/7/2002,-0.026890179,-0.018090337,-0.023218262
5/14/2001,0.043439418,0.042478923,0.036486842,,1/14/2002,-0.021831579,-0.046618437,-0.015854792
5/21/2001,-0.02657337,0.023439816,-0.010950123,,1/21/2002,0.006958086,0.003805542,0.005042404
5/28/2001,-0.001360257,-0.046180586,-0.013566931,,1/28/2002,0.006803949,-0.013749437,-0.009825108
6/4/2001,-0.001220914,0.030090278,0.00339711,,2/4/2002,-0.016591433,-0.049531311,-0.023423129
6/11/2001,-0.032720501,-0.088035472,-0.040823294,,2/11/2002,0.016165419,-0.007549568,0.007235155
6/18/2001,-0.001794762,0.003155054,0.009009321,,2/18/2002,0.006553265,-0.045710991,-0.013072162
6/25/2001,-0.009683072,0.059941033,-0.0007919,,2/25/2002,0.039412068,0.044347353,0.037760775
7/2/2001,-0.024064735,-0.075133171,-0.027985643,,3/4/2002,0.019448249,0.068041302,0.028337047
7/9/2001,0.02754921,0.039443112,0.020854681,,3/11/2002,0.003280522,-0.032320074,0.001587641
7/16/2001,0.003560464,-0.026942752,-0.003981063,,3/18/2002,-0.017073046,-0.009092236,-0.015085503
7/23/2001,-0.015241378,-0.000147864,-0.004162784,,3/25/2002,-0.00227822,-0.003267768,-0.001141015
7/30/2001,0.009184286,0.018196591,0.007049146,,4/1/2002,-0.012797956,-0.041672436,-0.021726609
8/6/2001,-0.009224599,-0.05463231,-0.020121154,,4/8/2002,-0.00789932,-0.007849856,-0.010493681
8/13/2001,-0.016989272,-0.046803588,-0.023970965,,4/15/2002,0.006483812,0.022877321,0.012664654
8/20/2001,0.01765339,0.026318928,0.019566931,,4/22/2002,-0.034354186,-0.076865733,-0.044386409
8/27/2001,-0.04648378,-0.059858334,-0.044303019,,4/29/2002,0.009630889,-0.031043828,-0.002688586
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
5/6/2002,-0.006688897,-0.007579693,-0.017327901,,1/6/2003,0.021074415,0.042789099,0.020674294
5/13/2002,0.040725103,0.08414893,0.047751905,,1/13/2003,-0.02281398,-0.050671117,-0.028197651
5/20/2002,-0.024326973,-0.046968869,-0.020791396,,1/20/2003,-0.054534062,-0.025053402,-0.04581162
5/27/2002,-0.017875079,-0.02792793,-0.015509601,,1/27/2003,-0.00953984,-0.015944447,-0.006639139
6/3/2002,-0.034395546,-0.050943832,-0.037824295,,2/3/2003,-0.023820652,-0.029533035,-0.030867722
6/10/2002,-0.012113103,-0.020222904,-0.019914171,,2/10/2003,0.005651412,0.02136905,0.006247858
6/17/2002,-0.023540165,-0.043310588,-0.018163106,,2/17/2003,0.013726677,0.029221484,0.01578107
6/24/2002,-0.00113859,0.015323095,0.000687222,,2/24/2003,-0.015969699,-0.00856125,-0.008311036
7/1/2002,0.014631845,-0.010200754,-0.000798421,,3/3/2003,-0.019327482,-0.0243919,-0.014682557
7/8/2002,-0.076983143,-0.053069645,-0.070841278,,3/10/2003,0.015344169,0.026490551,0.005270269
7/15/2002,-0.079697194,-0.040374619,-0.083297635,,3/17/2003,0.080897798,0.059035964,0.072348243
7/22/2002,0.030109762,-0.044194765,0.005986207,,3/24/2003,-0.045148726,-0.037433075,-0.036712088
7/29/2002,0.005880298,-0.011314642,0.013278508,,3/31/2003,0.015999977,0.010105047,0.01762031
8/5/2002,0.050697409,0.045582706,0.050098496,,4/7/2003,-0.008948813,-0.017985019,-0.012076944
8/12/2002,0.00372179,0.041166172,0.021912159,,4/14/2003,0.016231508,0.047883893,0.028698622
8/19/2002,0.010753068,0.014305591,0.012933183,,4/21/2003,-0.003761214,0.006321638,0.005835779
8/26/2002,-0.023889647,-0.048810098,-0.026701546,,4/28/2003,0.032725947,0.046539003,0.034198958
9/2/2002,-0.027654205,-0.014980206,-0.024476522,,5/5/2003,0.002550716,0.011425759,0.003573896
9/9/2002,-0.013681278,-0.003015447,-0.004608312,,5/12/2003,0.008605928,0.012018404,0.011599382
9/16/2002,-0.040090799,-0.055983045,-0.051209877,,5/19/2003,-0.008980185,-0.018658205,-0.011802959
9/23/2002,-0.036283867,-0.018122535,-0.021546088,,5/26/2003,0.028524169,0.055274899,0.03202498
9/30/2002,-0.022726125,-0.05068078,-0.032915503,,6/2/2003,0.023730213,0.019551838,0.024773842
10/7/2002,0.041867956,0.06006813,0.042478407,,6/9/2003,0.005976954,-0.000571653,0.000860138
10/14/2002,0.058400243,0.061973224,0.057083265,,6/16/2003,0.009131025,0.011145827,0.007136065
10/21/2002,0.014504252,0.033046295,0.014882105,,6/23/2003,-0.023277854,-0.01190233,-0.019748025
10/28/2002,0.008684292,0.021971028,0.003680622,,6/30/2003,0.008988265,0.023231938,0.00966412
11/4/2002,0.002285606,-0.001044068,-0.006927724,,7/7/2003,0.005429417,0.041490793,0.012541501
11/11/2002,0.004902957,0.03744273,0.016724625,,7/14/2003,0.007489823,-0.014774747,-0.004840687
11/18/2002,0.025973723,0.040006985,0.022518009,,7/21/2003,0.010439263,0.01291013,0.005381525
11/25/2002,0.010310284,0.00681256,0.00617082,,7/28/2003,-0.014166281,-0.008751394,-0.018728754
12/2/2002,-0.028541707,-0.038843778,-0.026054487,,8/4/2003,0.004046884,-0.042623966,-0.002615259
12/9/2002,-0.024833364,-0.043111103,-0.02525513,,8/11/2003,0.014109469,0.034659349,0.013291078
12/16/2002,0.009160313,0.000462309,0.007035531,,8/18/2003,0.002911504,0.036522035,0.002409618
12/23/2002,-0.024686213,-0.010872872,-0.022991579,,8/25/2003,0.007135794,0.02524346,0.014942296
12/30/2002,0.03524788,0.028348786,0.037213025,,9/1/2003,0.009252013,0.026054392,0.013186359
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
9/8/2003,-0.003350751,-0.001728914,-0.002705867,,5/10/2004,-0.01037949,-0.007173871,-0.002734234
9/15/2003,0.018128468,0.026948485,0.017198132,,5/17/2004,-0.004617704,0.004108637,-0.0019549
9/22/2003,-0.035001144,-0.061478023,-0.03881172,,5/24/2004,0.022001172,0.038298233,0.024497209
9/29/2003,0.027454639,0.048203548,0.032568133,,5/31/2004,0.005322257,-0.00409547,0.001622649
10/6/2003,0.01063762,0.018304627,0.007940506,,6/7/2004,0.016199449,0.010682546,0.012368601
10/13/2003,0.004857631,-0.001541447,0.001212958,,6/14/2004,0.000606011,-0.006592115,-0.001276652
10/20/2003,-0.014435422,-0.024760735,-0.010066579,,6/21/2004,-0.004288037,0.019311697,-0.00051992
10/27/2003,0.022562337,0.035087067,0.020966066,,6/28/2004,-0.008618904,-0.009330093,-0.008009609
11/3/2003,0.000884194,0.019744696,0.002376517,,7/5/2004,-0.006792589,-0.03052614,-0.01123236
11/10/2003,-0.004199553,-0.020754388,-0.002719187,,7/12/2004,-0.007216605,-0.032999606,-0.010315369
11/17/2003,-0.014450723,-0.019027077,-0.01445147,,7/19/2004,-0.017666417,-0.018252312,-0.013887711
11/24/2003,0.015860388,0.034449485,0.021897356,,7/26/2004,0.017659483,0.020485411,0.014187247
12/1/2003,0.008166923,-0.011513521,0.003113697,,8/2/2004,-0.032513937,-0.060314366,-0.034865401
12/8/2003,0.018034341,0.005752818,0.011837353,,8/9/2004,0.001020284,-0.011131655,0.000779866
12/15/2003,0.023234821,0.001035902,0.013427258,,8/16/2004,0.028573105,0.044955918,0.031021998
12/22/2003,0.004509102,0.011273867,0.006619219,,8/23/2004,0.008359516,0.013010578,0.008539972
12/29/2003,0.008216267,0.016855452,0.011422857,,8/30/2004,0.00637399,-0.00950211,0.005275951
1/5/2004,0.004699865,0.039207615,0.011998319,,9/6/2004,0.005139701,0.026657303,0.009197659
1/12/2004,0.01344979,0.025331484,0.015891081,,9/13/2004,-0.002778039,0.008295656,0.004111053
1/19/2004,-0.00304408,-0.00778079,0.001507941,,9/20/2004,-0.023336021,-0.016155211,-0.01647457
1/26/2004,-0.007619562,-0.027553027,-0.009169893,,9/27/2004,0.014368918,0.032826194,0.01908509
2/2/2004,0.009957813,-0.001036227,0.01022926,,10/4/2004,-0.013576977,-0.01151178,-0.008306596
2/9/2004,0.003281614,-0.005075796,0.002665464,,10/11/2004,-0.012189142,-0.004421272,-0.012500557
2/16/2004,-0.000830177,-0.007640288,-0.001484833,,10/18/2004,-0.017832845,0.001902461,-0.011307108
2/23/2004,-0.003311839,-0.003987521,0.000725153,,10/25/2004,0.027260354,0.030772595,0.03096464
3/1/2004,0.001098223,0.008735937,0.010357243,,11/1/2004,0.035278715,0.031866706,0.031330348
3/8/2004,-0.034124644,-0.031200155,-0.031871989,,11/8/2004,0.014476574,0.022501918,0.015317232
3/15/2004,-0.005236347,-0.022552678,-0.009675613,,11/15/2004,-0.00782057,-0.007079101,-0.011747869
3/22/2004,0.002585362,0.010024491,-0.001551032,,11/22/2004,0.006227187,0.015022134,0.010463428
3/29/2004,0.024911905,0.048376526,0.030003983,,11/29/2004,0.006628615,0.02164355,0.007178351
4/5/2004,-0.002731326,-0.002087586,-0.002183228,,12/6/2004,-0.004635848,-0.009303039,-0.002664833
4/12/2004,0.000951418,-0.028228724,-0.004142579,,12/13/2004,0.010069399,0.003344799,0.005205243
4/19/2004,0.001994772,0.026712698,0.005265452,,12/20/2004,0.016501736,0.011834976,0.013251332
4/26/2004,-0.023893748,-0.065324281,-0.029629755,,12/27/2004,-0.004082383,0.006835644,0.001478119
5/3/2004,-0.010640709,-0.00114122,-0.007797046,,1/3/2005,-0.016744213,-0.040732092,-0.021459475
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
1/10/2005,-0.004343646,-0.000335301,-0.001408794,,9/12/2005,-0.003435114,-0.006992833,-0.002879699
1/17/2005,-0.015752304,-0.026026481,-0.014156074,,9/19/2005,-0.021115166,-0.020345839,-0.018441738
1/24/2005,0.003286233,0.000766535,0.002983882,,9/26/2005,0.014209149,0.0163291,0.011063506
1/31/2005,0.027332276,0.024661083,0.026677944,,10/3/2005,-0.026499849,-0.02892199,-0.027147209
2/7/2005,0.007426528,-0.004803868,0.001885141,,10/10/2005,-0.000482975,-0.012283627,-0.007832313
2/14/2005,-0.000999947,-0.008724879,-0.003082888,,10/17/2005,-0.007035259,0.008381875,-0.005899855
2/21/2005,0.005213897,0.003287953,0.008106295,,10/24/2005,0.018193333,0.003676781,0.015828815
2/28/2005,0.009085502,0.002519437,0.008835105,,10/31/2005,0.012228405,0.037357837,0.017969912
3/7/2005,-0.015306783,-0.014109499,-0.018198867,,11/7/2005,0.014637744,0.015115016,0.011878582
3/14/2005,-0.01352013,-0.016699168,-0.008729018,,11/14/2005,0.007485459,0.011107406,0.010914408
3/21/2005,-0.01772968,-0.008367444,-0.015442441,,11/21/2005,0.015235839,0.016008939,0.015879389
3/28/2005,-0.003700296,-0.003143968,0.001279678,,11/28/2005,-0.004962184,0.004567574,-0.002502671
4/4/2005,0.005467378,0.007298894,0.007034426,,12/5/2005,-0.009136495,-0.00734651,-0.004523735
4/11/2005,-0.03638854,-0.046687917,-0.033206963,,12/12/2005,0.008959975,-0.001885031,0.0062928
4/18/2005,0.006935017,0.012519845,0.008279852,,12/19/2005,0.000705891,-0.001359452,0.00105686
4/25/2005,0.003420095,-0.00546984,0.004097054,,12/26/2005,-0.015348785,-0.019799717,-0.016186606
5/2/2005,0.0148889,0.023503243,0.012456136,,1/2/2006,0.022311365,0.044477018,0.029334167
5/9/2005,-0.02004217,0.004781826,-0.014879372,,1/9/2006,5.11E-05,0.004940854,0.001678962
5/16/2005,0.032196605,0.034622674,0.030070569,,1/16/2006,-0.02704904,-0.030383076,-0.020494221
5/23/2005,0.006722982,0.014220943,0.007956291,,1/23/2006,0.022232643,0.024839106,0.017468536
5/30/2005,-0.007768269,-0.002073732,-0.002305003,,1/30/2006,-0.010468805,-0.018240766,-0.015457038
6/6/2005,0.004926217,-0.004077923,0.001745908,,2/6/2006,0.011553723,-0.000309515,0.002338948
6/13/2005,0.0104507,0.013055513,0.015610611,,2/13/2006,0.017815412,0.009013768,0.015856383
6/20/2005,-0.031093931,-0.017783093,-0.021084194,,2/20/2006,-0.004822149,0.00204838,0.001699918
6/27/2005,0.000543713,0.001994871,0.002405687,,2/27/2006,-0.003646154,0.00678054,-0.001707695
7/4/2005,0.014041783,0.026623365,0.01447895,,3/6/2006,0.004955225,-0.017771884,-0.004523735
7/11/2005,0.018178851,0.020564492,0.01316536,,3/13/2006,0.018188964,0.019455466,0.019956822
7/18/2005,0.000972159,0.010589217,0.004679899,,3/20/2006,2.83E-05,0.002745044,-0.003294807
7/25/2005,-0.000964633,0.002332459,0.000405209,,3/27/2006,-0.015244139,0.01159361,-0.006220587
8/1/2005,-0.007819288,-0.003172397,-0.006307433,,4/3/2006,0.000964466,-0.000329152,0.000486421
8/8/2005,0.003996472,-0.009693701,0.003231812,,4/10/2006,0.001582406,-0.005534656,-0.00493691
8/15/2005,-0.003882802,-0.009943025,-0.008718111,,4/17/2006,0.018661771,0.00717506,0.01704397
8/22/2005,-0.015455204,-0.006949695,-0.012050562,,4/24/2006,0.001733639,-0.00869809,-0.000511115
8/29/2005,0.004805084,0.009526496,0.010664075,,5/1/2006,0.018357603,0.008574286,0.011493221
9/5/2005,0.021887669,0.015957389,0.019077594,,5/8/2006,-0.017139869,-0.04308669,-0.026382898
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
5/15/2006,-0.021037858,-0.022490344,-0.018927387,,1/15/2007,0.000752355,-0.020795524,-0.000160756
5/22/2006,0.012001461,0.007488363,0.010309495,,1/22/2007,-0.006267705,-0.006474635,-0.00583309
5/29/2006,-0.002729254,0.00408138,0.006276301,,1/29/2007,0.013243417,0.016447877,0.018261661
6/5/2006,-0.032157565,-0.038746578,-0.028279498,,2/5/2007,-0.005758851,-0.006507637,-0.007157581
6/12/2006,0.011195886,-0.002396295,-0.000607076,,2/12/2007,0.014734153,0.014725461,0.012081969
6/19/2006,-0.002314161,-0.003989251,-0.005640981,,2/19/2007,-0.009450363,0.007498938,-0.002993124
6/26/2006,0.014556257,0.023580647,0.020440487,,2/26/2007,-0.043087992,-0.060266886,-0.045118137
7/3/2006,-0.005354997,-0.019539702,-0.003722849,,3/5/2007,0.013302198,0.008222039,0.011232997
7/10/2006,-0.032189678,-0.044500244,-0.023409362,,3/12/2007,-0.013606802,-0.006256105,-0.011391673
7/17/2006,0.011943115,-0.008359363,0.003303136,,3/19/2007,0.030142844,0.031639515,0.034831003
7/24/2006,0.031813535,0.035852347,0.030381407,,3/26/2007,-0.010200075,-0.011206214,-0.010675747
7/31/2006,0.001838768,-0.004350058,0.00063328,,4/2/2007,0.016524904,0.020315597,0.015988517
8/7/2006,-0.013643776,-0.013199164,-0.009913278,,4/9/2007,0.004125939,0.008300951,0.006276299
8/14/2006,0.026120398,0.050341538,0.027685306,,4/16/2007,0.027361454,0.013729864,0.021449822
8/21/2006,-0.008596363,-0.010993881,-0.005551805,,4/23/2007,0.012188967,0.012125441,0.006526954
8/28/2006,0.015834602,0.024402034,0.012217676,,4/30/2007,0.010890889,0.005825282,0.007700867
9/4/2006,-0.006303768,-0.012558177,-0.009264656,,5/7/2007,0.004633153,-0.003868028,0.000152737
9/11/2006,0.014696388,0.031720006,0.01584097,,5/14/2007,0.017134867,-0.001472472,0.011160404
9/18/2006,-0.004566328,-0.007480148,-0.00370478,,5/21/2007,-0.003639551,-0.000492611,-0.004620753
9/25/2006,0.014747276,0.017644784,0.015898402,,5/28/2007,0.011836588,0.021942004,0.013505784
10/2/2006,0.014547208,0.018234919,0.010233042,,6/4/2007,-0.017992232,-0.015568582,-0.0188375
10/9/2006,0.009264785,0.0246079,0.011807717,,6/11/2007,0.015895387,0.0204497,0.01660247
10/16/2006,0.00349377,-0.006379297,0.002179768,,6/18/2007,-0.020683951,-0.014475862,-0.019997553
10/23/2006,0.00729601,0.003545799,0.006365776,,6/25/2007,0.003613181,0.005496738,0.000525576
10/30/2006,-0.008657508,-0.00847189,-0.009512566,,7/2/2007,0.015030432,0.024017531,0.017859302
11/6/2006,0.010159236,0.024968909,0.012093965,,7/9/2007,0.021482062,0.015070506,0.014311298
11/13/2006,0.019151539,0.023220651,0.014593499,,7/16/2007,-0.004047073,-0.007192372,-0.011922661
11/20/2006,-0.005067658,0.005870196,-0.000178434,,7/23/2007,-0.043198816,-0.047766767,-0.050226909
11/27/2006,-0.007031081,-0.019309244,-0.0030311,,7/30/2007,-0.006318951,-0.020101235,-0.017904906
12/4/2006,0.00925336,0.009957735,0.009356756,,8/6/2007,0.004362362,0.013306748,0.014258707
12/11/2006,0.011152642,0.00810694,0.012161183,,8/13/2007,-0.012193796,-0.015786663,-0.005311178
12/18/2006,-0.008253778,-0.023062215,-0.011508809,,8/20/2007,0.022662592,0.028204885,0.02285673
12/25/2006,0.009669419,0.005859124,0.005330433,,8/27/2007,-0.001580596,0.007604899,-0.003643315
1/1/2007,-0.005240364,0.007819322,-0.006075024,,9/3/2007,-0.018462935,-0.011879179,-0.013964129
1/8/2007,0.012669059,0.027779422,0.014800808,,9/10/2007,0.024789709,0.014118202,0.02090072
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
9/17/2007,0.027707815,0.026185757,0.027576498,,5/19/2008,-0.039835737,-0.03385458,-0.035287475
9/24/2007,0.005443796,0.011271888,0.000655201,,5/26/2008,0.012635788,0.031403753,0.017613727
10/1/2007,0.012186839,0.028758879,0.01999844,,6/2/2008,-0.034493801,-0.019251239,-0.028759017
10/8/2007,0.00192267,0.009079856,0.002699301,,6/9/2008,0.007956921,-0.008139552,-0.000477835
10/15/2007,-0.041364469,-0.0291188,-0.03995401,,6/16/2008,-0.038485777,-0.019920015,-0.031444415
10/22/2007,0.020834563,0.028587596,0.02282777,,6/23/2008,-0.042800649,-0.038321322,-0.03046871
10/29/2007,-0.015444591,0.002204958,-0.016834942,,6/30/2008,-0.005122132,-0.030807018,-0.012182973
11/5/2007,-0.04147773,-0.067119417,-0.037765855,,7/7/2008,-0.016794296,-0.002809618,-0.018710686
11/12/2007,0.010225277,0.003532665,0.003461046,,7/14/2008,0.035054998,0.019328909,0.016951304
11/19/2007,-0.014979455,-0.015529977,-0.01244397,,7/21/2008,-0.011009727,0.012082937,-0.002318932
11/26/2007,0.029664513,0.024484011,0.027682999,,7/28/2008,-0.003909782,0.000186058,0.0020254
12/3/2007,0.018806905,0.016843678,0.01575491,,8/4/2008,0.035388659,0.043663582,0.02817167
12/10/2007,-0.021193148,-0.02636665,-0.024700145,,8/11/2008,-0.00636227,0.015789488,0.001449212
12/17/2007,0.008271694,0.02111672,0.011184207,,8/18/2008,-0.002734532,-0.015536895,-0.004632498
12/24/2007,-0.006323009,-0.006533217,-0.004029754,,8/25/2008,-0.007258753,-0.019736179,-0.007277614
12/31/2007,-0.043245243,-0.065598511,-0.046276221,,9/1/2008,-0.028378899,-0.048302913,-0.032095943
1/7/2008,-0.015262535,-0.02617554,-0.007544512,,9/8/2008,0.017757011,0.002386522,0.007529991
1/14/2008,-0.04104909,-0.04181394,-0.055644756,,9/15/2008,-0.002941621,0.005569765,0.002696692
1/21/2008,0.008875893,-0.005923471,0.004081672,,9/22/2008,-0.02177569,-0.040640521,-0.03388007
1/28/2008,0.042973568,0.036783998,0.047558004,,9/29/2008,-0.076218223,-0.114365833,-0.098709294
2/4/2008,-0.045026931,-0.046004371,-0.04704705,,10/6/2008,-0.20029762,-0.166011742,-0.200837507
2/11/2008,0.013540996,0.007327127,0.013948751,,10/13/2008,0.046360933,0.036769215,0.044937109
2/18/2008,0.002653507,-0.007978141,0.002308458,,10/20/2008,-0.054945613,-0.097683725,-0.070220075
2/25/2008,-0.009301643,-0.013933035,-0.016753118,,10/27/2008,0.106977381,0.103312665,0.099761858
3/3/2008,-0.03085493,-0.026313019,-0.028401307,,11/3/2008,-0.041738388,-0.043678133,-0.039758055
3/10/2008,0.004814431,0,-0.004051882,,11/10/2008,-0.051212033,-0.082562502,-0.063980862
3/17/2008,0.033749793,0.020409654,0.031611132,,11/17/2008,-0.05452233,-0.091405102,-0.0876184
3/24/2008,-0.011792924,0.001358543,-0.010806531,,11/24/2008,0.092819031,0.103670914,0.11355896
3/31/2008,0.031664804,0.047416593,0.041098756,,12/1/2008,-0.022173952,-0.017248981,-0.022762219
4/7/2008,-0.022780357,-0.034646752,-0.027798217,,12/8/2008,-0.000664952,0.020597189,0.004169015
4/14/2008,0.041630242,0.048048849,0.042236629,,12/15/2008,-0.005877169,0.015201369,0.009221585
4/21/2008,0.0033021,0.008272063,0.005387066,,12/22/2008,-0.007436339,-0.022026611,-0.017130184
4/28/2008,0.012820173,0.022066586,0.011423697,,12/29/2008,0.059177779,0.064510322,0.065411766
5/5/2008,-0.024208232,-0.012786322,-0.018286269,,1/5/2009,-0.049404846,-0.037847077,-0.04550357
5/12/2008,0.01872537,0.033506905,0.026351789,,1/12/2009,-0.037676546,-0.027258122,-0.046237107
Date,DJIA,NASDAQ,SP500,,Date,DJIA,NASDAQ,SP500
1/19/2009,-0.024900414,-0.034620348,-0.021605153,,9/21/2009,-0.015910693,-0.019859729,-0.022645233
1/26/2009,-0.009540835,-0.000589086,-0.007322867,,9/28/2009,-0.018537763,-0.020686654,-0.018525981
2/2/2009,0.034365184,0.075188617,0.050433202,,10/5/2009,0.038994048,0.043551868,0.044152762
2/9/2009,-0.053348423,-0.036695539,-0.049271454,,10/12/2009,0.013188924,0.008156327,0.014996843
2/16/2009,-0.063735774,-0.062616444,-0.071155806,,10/19/2009,-0.00237684,-0.001080924,-0.007456457
2/23/2009,-0.041970002,-0.044979871,-0.046462455,,10/26/2009,-0.02636174,-0.05209317,-0.041040112
3/2/2009,-0.063716854,-0.06289478,-0.072941896,,11/2/2009,0.031486902,0.032392079,0.031453807
3/9/2009,0.086262895,0.101100594,0.101717528,,11/9/2009,0.024348414,0.025906028,0.022360978
3/16/2009,0.007502249,0.01784199,0.015723973,,11/16/2009,0.004632704,-0.010125376,-0.001922298
3/23/2009,0.066156944,0.058588484,0.059848243,,11/23/2009,-0.000798934,-0.003547738,0.000100771
3/30/2009,0.030572621,0.048426481,0.032032837,,11/30/2009,0.007631435,0.025809356,0.013188076
4/6/2009,0.008172229,0.01873372,0.016550703,,12/7/2009,0.007919315,-0.001842807,0.000388769
4/13/2009,0.005914424,0.012346708,0.015108943,,12/14/2009,-0.013712492,0.009713789,-0.00356748
4/20/2009,-0.006791898,0.012603567,-0.003882869,,12/21/2009,0.018341958,0.03291102,0.021544618
4/27/2009,0.01671383,0.014595241,0.012949331,,12/28/2009,-0.008787475,-0.007262653,-0.010153643
5/4/2009,0.043163778,0.011451198,0.057256495,,1/4/2010,0.018069336,0.020941311,0.026443087
5/11/2009,-0.036340218,-0.034433103,-0.051166968,,1/11/2010,-0.000804608,-0.012672881,-0.007847398
5/18/2009,0.001049279,0.007040045,0.004655686,,1/18/2010,-0.042028769,-0.036814661,-0.039748672
5/25/2009,0.026585713,0.047505685,0.035593484,,1/25/2010,-0.010439696,-0.026624468,-0.016522141
