,GS UN Equity,MMM UN Equity,BA UN Equity,UNH UN Equity,IBM UN Equity,HD UN Equity,MCD UN Equity,AAPL UW Equity,JNJ UN Equity,TRV UN Equity,UTX UN Equity,DIS UN Equity,CAT UN Equity,CVX UN Equity,V UN Equity,JPM UN Equity,PG UN Equity,AXP UN Equity,DD UN Equity,XOM UN Equity,WMT UN Equity,MRK UN Equity,NKE UN Equity,VZ UN Equity,KO UN Equity,PFE UN Equity,INTC UW Equity,CSCO UW Equity,MSFT UW Equity,GE UN Equity
7/23/2008,187.87,70.8,66.72,27.76,129.52,25.03,59.66,23.7514,68.27,45.6,65.78,31.15,72.42,82.65,18.3125,41.96,64.7,39.34,42.7672,80.99,58.09,31.77,14.8,33.4886,26.25,19.07,22.3,22.17,26.43,29.33
7/24/2008,180.26,71.05,62.53,27.02,130,24.02,58.37,22.7186,68.66,42.88,64.2,31.02,69.78,82,17.52,39.14,64.51,36.41,41.9598,80.8,56.97,32.22,14.5325,32.7878,25.93,18.81,21.67,21.76,25.44,28.71
7/25/2008,178.66,70.95,63.83,27.45,128.53,23.8,58.65,23.16,69.03,42.33,65.23,31.1,70.48,82.56,17.99,39.52,64.46,36.62,41.6178,81.7,56.83,32.68,14.5425,32.1897,26.03,18.89,22.01,22.43,26.16,28.71
7/28/2008,172.9,69.63,62.34,26.78,126.25,23.16,57.79,22.0571,68.48,42.1,64.07,30.5,69.19,82.49,17.6375,37.66,63.83,35.37,40.7438,80.68,56.02,32.06,14.31,31.3955,25.575,18.36,21.67,21.98,25.5,27.69
7/29/2008,181.63,70.49,63.21,27.53,127.66,24.33,59.7,22.44,68.48,43.3,65.52,30.92,70.99,82.84,18.9925,40.75,65.54,37.52,41.3803,80.9,57.45,32.41,14.765,31.8907,25.785,18.53,22.23,22.42,26.11,28.4
7/30/2008,186.17,71.3,63.82,27.28,128.86,23.74,60.45,22.84,68.08,44.46,66.25,31.67,72.07,87.26,19.6125,41.57,66.57,37.54,42.0548,84.38,58.56,32.97,14.92,32.087,25.655,18.88,22.23,22.17,26.23,28.97
7/31/2008,184.04,70.39,61.11,28.08,127.98,23.83,59.79,22.7071,68.47,44.12,63.98,30.35,69.52,84.56,18.265,40.63,65.48,37.12,41.6178,80.43,58.62,32.9,14.67,31.8066,25.75,18.67,22.19,21.99,25.72,28.29
8/1/2008,182,70.15,62.01,28.13,126.64,23.9,59.77,22.38,68.1,44.06,63.56,30.08,68.14,84.31,17.9325,40.76,64.95,37.19,41.1428,79.72,57.75,33.26,14.85,31.7693,26.57,18.6,22.35,21.99,25.44,28.21
8/4/2008,177.86,69.75,61.36,28.96,127.56,23.89,60.55,21.89,68.98,44.36,63.76,30.37,67.43,82.8,18.125,40.14,65.82,36.85,40.0504,76.6,58.43,33.4,14.945,31.6104,26.95,18.98,22.52,21.99,25.28,28.17
8/5/2008,180.77,71.88,65.2,30.45,128.87,24.89,62.33,22.9486,70.45,44.84,65.54,31.31,68.18,82.49,18.4,41.89,67.97,38.72,41.7318,78.35,60.34,34.7,15.395,32.2832,27.455,19.71,23.02,22.65,26.21,29.25
8/6/2008,179.55,71.81,65.4,29.86,129.16,24.9,62.14,23.4557,71.07,44.46,66.55,31.42,70.51,84.56,17.87,41.39,67.77,37.99,41.8078,78.33,60.76,35.3,15.5475,31.9935,27.68,19.43,22.8,23.93,27.02,29
8/7/2008,172.33,71.18,64.69,29.16,129.05,24.48,61.86,23.3671,70.65,43.1,64.74,30.92,68.93,83.43,17.375,39.81,67.48,36.4,41.1903,77.44,56.96,34.88,15.2125,31.489,27.005,19.21,23.67,23.58,27.39,28.57
8/8/2008,175.95,73.48,67.86,31,128.81,26.37,65.67,24.2214,71.55,44.39,66.86,32.03,70.9,84.4,18.15,41.07,69.63,37.81,43.0427,78.72,57.86,35.95,15.7375,32.3206,27.705,19.84,24.23,24.25,28.13,29.64
8/11/2008,178,74.38,66.62,31.25,126.6,27.51,65.95,24.7943,71.66,44.14,67.22,32.8,70.8,84.08,18.6975,41.89,69.43,39.17,44.0592,78.16,58.56,35.91,15.8175,32.984,27.675,19.88,24.38,24.62,27.9,29.95
8/12/2008,167.3,73.6,65.93,31.48,125.22,27.48,63.94,25.2471,71.7,43.52,66.51,32.16,71.81,83.56,18.2,37.92,70.34,38.05,43.4987,76.88,59.25,36.17,15.525,32.5355,27.395,19.72,24.52,24.5,28.12,29.74
8/13/2008,164.9,72.96,64.26,31.61,125.8,26.52,62.78,25.6143,71.2,43.12,66.1,31.74,69.83,86.24,18.4825,36.91,69.64,36.89,42.8812,78.17,57.88,35.74,15.4925,32.0963,27.605,19.64,24.12,24.31,27.91,29.31
8/14/2008,166.59,73.04,64.77,31.89,126.94,27.17,63.6,25.6171,71.19,43.52,66.12,32.33,70.29,86.58,18.945,37.81,69.71,38.2,42.9762,77.45,58.1,35.94,15.5,32.414,27.51,19.78,24.36,24.67,27.91,29.52
8/15/2008,163.18,73.49,64.45,33.01,126.36,27.53,63.63,25.1057,71.33,44.46,66.8,32.5,70.35,84.25,18.9475,38.07,71.6,39.07,43.4132,77.07,59.37,36.16,15.5725,32.6663,27.53,19.97,24.26,24.91,27.81,29.8
8/18/2008,160.04,72.45,63.64,32.13,124.59,26.96,63.29,25.0557,71.09,43.23,65.83,32.08,69.22,83.19,18.735,36.74,71.27,37.99,42.5013,76.53,58.83,35.71,15.4125,32.4607,27.165,19.64,24.01,24.49,27.69,29.35
8/19/2008,158,71.31,62.95,30.97,122.56,25.96,62.46,24.79,71.15,42.72,64.95,31.75,68.69,84.71,18.435,35.58,70.72,36.73,42.0168,77.95,58.25,35.25,15.2575,31.9562,27.165,19.34,23.59,24.24,27.32,28.71
8/20/2008,158.25,70.69,63.21,30.24,122.51,25.97,62.43,25.12,71.08,42.88,64.75,31.82,68.8,86.46,18.6425,37,70.3,37.43,41.8173,78.81,58.36,34.94,15.165,32.1897,27.175,19.28,23.39,24.23,27.29,28.65
8/21/2008,156.42,70.91,63.55,30.3,122.99,26.57,62.31,24.8971,71.28,42.74,64.21,31.83,68.7,88.52,18.595,36.26,69.9,37.01,41.9503,80.35,58.5,34.82,15.1475,32.3019,26.755,19.37,23.05,24.23,27.18,28.75
8/22/2008,159.81,72.28,65.55,30.61,124.93,27.11,63.42,25.2557,71.42,44.31,65.98,32.2,70.27,88.1,18.5225,37.67,71.61,38.79,42.5487,80.3,59.44,35.27,15.2775,32.9746,27.185,19.75,23.49,24.71,27.84,29.12
8/25/2008,155.71,70.73,64.07,29.31,122.86,26.56,62.08,24.65,70.8,43.79,64.96,31.6,68.56,85.51,18.33,36.13,70.13,37.81,41.4943,78.71,58.55,35,14.9275,32.1991,26.785,19.51,22.97,24.21,27.66,28.32
8/26/2008,155.91,70.72,63.46,29.46,122.5,27.02,62.13,24.8057,70.71,43.24,64.89,31.71,68.68,85.79,18.335,36.61,69.84,38.05,41.6938,79.95,59,35.42,14.73,31.9935,26.76,19.28,23.15,24.11,27.27,28.27
8/27/2008,155.48,70.72,64.52,29.43,123.38,27.17,62.08,24.9529,71.21,43.63,65.05,31.76,69.56,86.62,18.6125,37.14,70.06,38.82,42.1213,80.47,59.29,35.73,14.9175,32.4327,26.895,19.08,23.41,24.37,27.56,28.22
8/28/2008,161.83,72.5,66.34,30.06,124.58,27.42,62.89,24.82,71.41,44.55,66.72,32.59,71.68,87.18,18.9125,38.88,71.01,40.39,43.0047,81.18,59.88,36.4,15.305,33.1428,26.56,19.27,23.59,24.66,27.94,28.83
8/29/2008,163.97,71.6,65.56,30.45,121.73,27.12,62,24.2186,70.43,44.16,65.59,32.35,70.73,86.32,18.975,38.49,69.77,39.68,42.2163,80.01,59.07,35.67,15.1525,32.8158,26.035,19.11,22.87,24.05,27.29,28.1
9/2/2008,165.32,71.12,65.87,29.28,118.41,28.07,62.91,23.7414,71.73,44.53,66.16,32.44,69.08,83.29,18.7475,38.99,70.47,40.63,43.0427,77.32,59.65,34.83,15.295,33.4792,25.98,19.17,22.58,23.75,27.1,28.53
9/3/2008,167.61,70.83,66.07,29.68,118.34,29.33,61.72,23.8514,71.51,44.57,67.42,32.51,67.73,84.18,18.2625,39.71,71.42,40.91,42.7577,78.02,59.79,34.67,15.4775,33.3577,25.83,19.2,21.54,23.31,26.9,28.57
9/4/2008,160.9,69.74,63.03,28.06,115,28.57,60.02,23.0314,70.45,42.69,64.88,31.54,63.94,81.22,17.625,37.91,70.44,38.75,41.7983,76.14,59.78,34.17,14.935,31.9655,25.855,18.67,20.52,22.28,26.35,27.7
9/5/2008,163.24,69.19,62.89,27.71,114.33,28.59,60.3,22.8829,70.67,43.28,64.08,31.36,64.07,80.22,17.94,39.6,70.78,39.4,42.0358,75.62,60.74,34.3,14.705,31.844,25.965,18.51,20.61,22.26,25.65,27.88
9/8/2008,169.73,71.18,63.91,29.16,117.29,30.16,62.42,22.56,72.22,44.7,65.78,32.92,64.58,81.05,17.525,41.55,72.37,40.52,42.9952,76.77,62,35.48,15.0825,32.8158,26.69,19.14,20.97,23.37,26.12,29.09
9/9/2008,161.67,69.45,64.02,28.48,115.04,29.15,63.19,21.6443,71.34,43.48,64.11,32.43,61.38,78.79,16.8725,39.47,71.89,38.24,42.1308,73.26,61.13,34.34,15.07,32.9186,26.94,18.24,20.32,22.95,26.08,28.12
9/10/2008,157.59,68.68,61.71,29.31,118.04,29.1,63.2,21.6586,71.23,44.2,63.32,32.77,62.82,81.16,17.26,39.4,72.39,38.16,42.1403,75.25,62.02,33.52,14.9675,32.442,26.905,18.2,20.16,22.99,26.44,28.09
9/11/2008,157.03,69.94,62.57,29.96,119.2,29.5,64.56,21.8086,71.16,44.61,63.93,32.94,64.81,82.8,17.7375,41.65,73.08,38.76,43.1662,75.56,63.17,33.99,15.2425,32.4514,27.075,18.39,20.14,23.06,27.32,28.16
9/12/2008,154.21,70.15,63.3,29.61,118.97,28.8,64.06,21.2771,70.59,45.05,64.46,33.26,65.46,84.24,17.9125,41.17,73.15,38.95,44.0687,77.5,62.41,33.82,15.48,32.2271,27.25,18.62,20.16,23.46,27.62,26.75
9/15/2008,135.5,68.88,62.25,28.01,115.19,28.5,63.72,20.0514,69.61,43.7,63.12,32.36,63.21,80.09,17.345,37,72.14,35.48,42.5013,73.25,61.63,32.72,15.125,31.0591,27.375,18.05,19.34,22.38,26.81,24.6
9/16/2008,133.01,69.73,61.72,26.78,116.25,27.58,64.29,19.9829,69.8,48.86,63.11,32.51,64.73,81.86,16.5875,40.74,72,36.07,43.9547,76.43,62.14,32.28,15.2975,30.7414,27.425,17.81,19.48,22.8,25.99,25.06
9/17/2008,114.5,68.85,57,25.51,111.47,25.62,62.52,18.2614,69.51,45.01,60.71,32.19,63.15,80.05,16.0225,35.77,70.94,33.04,43.4132,75.28,59.64,31.13,14.89,29.209,26.33,17.17,18.55,21.8,24.57,23.39
9/18/2008,108,70.5,58.11,26.57,115.12,26.95,63.96,19.1557,70.64,50.8,62.49,33.44,65.32,82.88,16.725,40.3,72.04,37.72,43.6412,77.75,61.48,31.93,16.16,30.4518,26.695,17.99,19.26,22.8,25.26,24.79
9/19/2008,129.8,72.68,59.76,26.79,118.85,27.37,63.98,20.13,69.99,50.76,64.3,34.39,66.49,87.8,17.3925,47.05,70.36,40.4,45.6361,79.61,59.7,31.84,15.925,31.1152,26.36,18.55,19.23,24.29,25.16,26.62
9/22/2008,120.78,70.7,58.81,26.52,116.21,25.62,62.57,18.7214,68.41,46.53,61.62,32.91,64.6,87.33,16.295,40.8,68.04,37.29,43.1187,78.88,58.89,31.45,15.7875,29.9285,25.69,18.07,18.5,23.11,25.4,26.15
9/23/2008,125.05,69,57.31,26,115.36,25.26,61.78,18.12,68.15,45.62,60.15,32.53,63.54,85.46,16.725,40.56,67.28,38.28,42.4538,77.69,58.4,30.75,15.2075,29.0128,25.34,18.01,18.63,22.73,25.44,24.95
9/24/2008,133,68.57,57.36,25.1,116.46,25.02,61.43,18.3871,68.19,44.18,59.63,31.77,61.74,85.23,16.42,40.5,68.74,37.5,41.5513,78.03,58.92,31.47,14.8175,29.2277,25.095,17.99,18.7,22.8,25.72,24.59
9/25/2008,135.5,69.73,57.42,25.5,120.11,25.8,62.27,18.8471,69.36,45.09,59.17,32.47,61.96,87.47,16.15,43.46,68.51,37.83,40.4778,80.67,60.12,32.37,16.2525,29.9472,25.73,18.64,18.57,23.48,26.61,25.68
9/26/2008,137.99,69.45,58.32,25.81,119.42,26.46,63.2,18.32,69.4,44,60.86,32.75,64.13,86.95,15.51,48.24,68.84,39.5,39.8889,80.65,60.71,32.12,16.9475,30.0687,26.24,18.66,19.2,23.82,27.4,25.25
9/29/2008,120.7,66.32,55.47,21,114.46,24.99,60.16,15.0371,66.9,36,56.66,29.73,59.89,77.5,14.45,41,66.75,32.55,37.476,74.06,58.45,30.34,16.2625,28.611,25.515,17.65,17.27,21.79,25.01,23.1
9/30/2008,128,68.31,57.35,25.39,116.96,25.89,61.7,16.2371,69.28,45.2,60.06,30.69,59.6,82.48,15.3475,46.7,69.69,35.43,38.2834,77.66,59.89,31.56,16.725,29.9846,26.44,18.44,18.73,22.56,26.69,25.5
10/1/2008,134.5,67.39,56.62,25.08,110.13,25.92,63.66,15.5886,67.79,42.99,59.12,30.68,56.95,82.2,15.3275,49.63,71.27,35.34,38.4449,78.58,59.66,32.09,16.54,29.3492,27.08,18.94,18.52,21.95,26.48,24.5
10/2/2008,131.54,65.6,53.58,24.76,104.74,24.86,61.88,14.3,67.79,40.47,54.98,29.96,52.22,79.56,14.3975,49.85,71.44,32.14,36.849,77.5,58.85,31.1,15.9375,29.2184,26.8,18.79,17.2,21.2,26.25,22.15
10/3/2008,128,64.6,53.83,24.11,103.44,23.81,60.23,13.8671,66.16,38.8,54.86,29.54,51.21,79.38,14.21,45.9,71.02,30.87,36.8585,77.94,59.73,31.78,15.8125,29.1904,26.285,19,17.31,21.25,26.32,21.57
10/6/2008,124,63,51,22.26,100.62,22.82,57.15,13.9343,64.5,39.1,52.65,28.04,49.2,76.84,13.845,44,68.58,30.07,35.5855,77.32,57.9,30.04,15.285,27.9943,25.46,18.94,16.9,20.39,24.89,21.38
10/7/2008,115,59.97,49.28,20.52,95.65,21.89,54.97,12.7371,62.49,35.1,50.12,26.57,47.33,73.35,12.7875,39.32,66.25,28.25,34.2936,76.07,54.84,28.92,14.495,26.9945,24.65,17.65,16.02,18.84,23.23,20.3
10/8/2008,113,57.37,47.7,19.2,90.55,21.17,53.41,12.8271,62.36,32.67,49.68,25.68,47.65,73.1,13.1575,39.3,66.1,27.12,34.3126,77,54.55,28.52,13.925,25.9106,23.705,17.13,16.25,18.34,23.01,20.65
10/9/2008,101.35,53.5,44.41,17.8,89,19.93,52.08,12.6771,57.58,30.6,46.33,23.8,44.8,64,12.4625,36.68,60.88,24,32.0707,68,51.39,26.21,13.27,24.2287,21.65,15.67,15.6,17.19,22.3,19.01
10/10/2008,88.8,54.26,41.8,17.35,87.75,19.75,53.35,13.8286,55.85,30.5,47.63,23.04,43.13,57.83,13,41.64,59.56,23.15,31.7287,62.36,50.95,26.23,13.6325,25.0136,20.75,15.14,15.19,17.23,21.5,21.5
10/13/2008,111,59.62,47.08,23.38,92.21,21.71,57.25,15.7729,62.68,35.9,54.13,26.72,49.48,69.89,14.7175,41.99,63.29,27.3,35.367,73.08,54.5,29.42,13.9625,27.0319,23.63,16.68,17.04,19.23,25.48,21
10/14/2008,122.9,59.37,45.07,22.99,93.6,21.07,56.02,14.8686,64,36.96,52.53,25.68,47.49,68.54,14.4025,40.71,64.1,28.19,34.3791,72.46,54.44,29.13,14.28,27.0506,21.865,17.13,15.93,18.54,24.1,20.85
10/15/2008,113.15,54.68,42.33,21.67,88.29,19.83,51.55,14,60.54,33.7,49.25,23.37,42.06,59.98,12.4375,38.49,59.82,24.41,30.5887,62.35,50.05,26.56,12.59,24.8922,22.105,16.27,14.99,16.62,22.66,19.25
10/16/2008,112.4,57.27,44.79,22.63,91.52,19.7,54.46,14.5557,63.5,33.25,52.88,24.27,42.37,63.1,13.2675,40.49,61.77,23.64,32.1562,69.45,54.62,28.19,13.9925,25.6116,22.89,16.97,15.88,17.75,24.19,19.89
10/17/2008,114.3,56.49,44.55,24.39,90.78,20.21,53.8,13.9143,62.65,34.03,50.71,24.75,39.32,62.35,13.055,39.33,61.74,23.33,32.0802,68.04,53.77,28.5,14.37,25.4061,22.1,16.91,15.5,17.91,23.93,19.63
10/20/2008,121.5,57.51,46.71,25.51,92.51,20.78,56.84,14.0629,64.44,36.15,52.23,26.55,40.9,69.61,13.0025,40.66,63.91,24.35,34.3601,74.99,54.43,31,14.9375,27.088,23.23,17.34,16.04,18.96,24.72,20.14
10/21/2008,121.35,60.04,46.4,25.25,88.86,20.52,55.13,13.07,63.66,36.33,50.95,25.31,38.83,66.8,12.675,39.74,62.96,26.39,31.6147,71.5,53.67,29.97,14.28,26.1723,23.015,17.34,15.25,17.86,23.36,20.35
10/22/2008,115.06,58.19,42.91,24.06,83.6,19.47,54.18,13.6543,61.42,37.02,48.6,23.05,36.52,61.74,12.1275,37.17,58.76,25.02,29.9238,64.57,52.27,28.01,13.125,24.0606,22.69,16.74,14.47,17.22,21.45,18.96
10/23/2008,108.58,61.54,46.52,23.93,84.35,19.06,55.58,14.0329,62.45,41,48.69,23.4,35.36,66.77,12.08,37.85,60.57,24.53,29.9143,70.39,52.76,28.85,12.6825,24.5184,21.53,17.1,14.51,17.24,22.32,18.8
10/24/2008,100.4,59.61,45.24,22.91,82.07,18.51,53.06,13.7686,60.79,41.74,47.31,22.61,33.3,63.91,11.995,35.43,58.87,24.05,27.8624,69.04,51.4,27.35,11.9475,23.4345,20.805,16.57,14.28,16.31,21.96,17.83
10/27/2008,92.88,60.37,42.36,20.43,79.66,18.91,51.76,13.1443,60.15,37.61,45.18,21.37,32.78,61.71,11.6475,34,57.37,23.08,26.4089,66.09,49.67,26.82,11.6375,25.7985,20.505,16.39,14.25,16.11,21.18,17.73
10/28/2008,93.57,64.31,48.91,22.45,87.28,21.57,56.62,14.3057,64.19,38.79,51.29,23.91,34.95,70.02,12.4925,37.6,63.23,25.47,29.1923,74.86,55.17,29.69,13.105,29.5735,22.625,17.82,15.91,18.33,23.13,19.49
10/29/2008,98.99,62.5,49.8,21.32,88.2,21.65,57.18,15.0171,61.53,40.35,52.08,23.97,36.14,71,12.6725,35.71,61.33,25.21,29.9428,74.65,55.02,28.68,13.12,28.4989,21.925,17.19,14.97,17.96,23.05,19.2
10/30/2008,91.11,62.55,50.7,22.39,90.69,22.72,57.87,15.8629,60.57,41.15,53.57,25.33,37.37,74.18,13.5625,37.62,63.08,26.06,30.4367,75.05,54.75,30.19,13.9525,28.4989,22.33,17.86,16.17,17.79,22.63,19.35
10/31/2008,92.5,64.3,52.27,23.73,92.97,23.59,57.93,15.37,61.34,42.55,54.96,25.9,38.17,74.6,13.8375,41.25,64.54,27.5,30.3987,74.12,55.81,30.95,14.4075,27.7234,22.03,17.71,16,17.77,22.33,19.51
11/3/2008,89.09,64.11,52.85,23.49,92.68,22.22,57.03,15.28,61.16,40.55,54.25,25.04,39.01,73.69,13.1225,40.73,64.4,28.32,30.4272,74.29,55.97,29.97,13.96,28.7325,22.725,17.76,15.64,17.2,22.62,19.3
11/4/2008,95,65.61,53.62,22.82,93.4,23.39,57.78,15.8557,61.89,42.6,57.25,26.02,42.25,78.19,14.9525,42.17,66.07,29.82,31.5672,77.49,56.13,31.13,14.055,30.4705,23.015,18.41,16.26,18.33,23.53,20.77
11/5/2008,87.43,64.52,49.55,22.77,89.94,22.15,56,14.7571,59.85,40.43,53.67,24.23,40.4,74.88,14.1175,39.22,63.81,27.83,29.3158,73.69,54.13,28.72,13.195,28.8166,22.365,17,15.06,17.39,22.08,19.93
11/6/2008,80.72,62.36,45.72,22.16,85.15,20.93,54.17,14.1571,57.92,37.7,50.61,22.81,37.6,70.11,12.8825,38.26,63.35,24.92,27.5584,69.96,53.49,27.86,12.66,27.3309,22.245,16.37,13.87,16.94,20.88,18.34
11/7/2008,77.78,64.83,46.58,22.43,86.27,21.06,55.47,14.0343,60.22,39.61,51.81,23.36,38.45,73.46,13.375,37.75,64.49,25.31,28.9358,73.95,54.39,28.92,12.3525,28.0784,23.125,16.86,14.63,17.58,21.5,18.86
11/10/2008,71.21,64.95,46.34,21.44,83.87,20.74,56.48,13.6971,60.01,38.81,52.19,22.08,37.41,74.34,12.9975,36.41,64.95,23.98,28.5938,74.02,55.18,27.91,11.9925,28.4896,22.95,16.6,14.35,17.57,21.3,18.45
11/11/2008,74.68,62.38,43.97,20.16,82.74,20.51,56.29,13.5386,59.55,40.17,51.8,21.78,36.87,73.54,13.4475,36.35,63.82,22.4,27.3209,72.65,54.75,27.55,11.4175,27.7701,22.22,16.77,13.93,17.18,21.2,17.81
11/12/2008,66.79,59.44,42.52,18.87,79.74,19.8,54.02,12.8743,57.92,39.03,49.01,20.16,35.08,67.28,12.9375,34.57,61.85,20.05,25.8484,68.93,52.62,26.72,11.0925,27.0599,21.915,15.83,13.52,16.55,20.3,16.29
11/13/2008,69.99,64.43,43.16,20.84,84.21,22.23,56.25,13.7771,62.9,43.42,52.28,21.65,39.41,75.71,13.61,37.19,65.05,20.78,27.8244,75.41,54.93,28.53,12.215,29.0969,23.14,16.73,14.43,17.26,21.25,16.86
11/14/2008,66.73,63.06,41.04,20.02,80.33,20.54,56.13,12.8914,60.05,41.88,50.23,21.08,36.96,72.68,13.56,34.47,63.11,19.99,26.0574,73.68,52.71,27.33,11.6325,28.0317,22.51,16.28,13.32,16.62,20.06,16.02
11/17/2008,62.49,60.8,41.18,18.89,77.48,20,55.61,12.5914,59.27,41.07,48.15,19.74,35.7,70.78,13.19,32.77,62.51,19.37,25.6109,73.38,51.81,25.99,11.5775,27.3216,21.985,15.92,13,16.21,19.32,16.11
11/18/2008,62.03,62.17,39.56,19.03,80.08,20.71,56.51,12.8443,60.89,41.39,49.23,20.67,36.19,73.4,13.66,32.14,64.25,19.38,25.5729,76.33,52.72,26.13,11.66,26.6301,21.745,16.29,13.11,16.45,19.62,16.06
11/19/2008,55.18,58.77,37.48,17.73,75.97,19.76,55.44,12.3271,58.12,37.29,45.99,19.94,33.87,70.61,12.895,28.47,62.27,18.74,23.0461,73.42,51,25.31,10.96,25.1725,21.135,15.56,12.49,15.08,18.29,14.45
11/20/2008,52,56.79,37.11,16.3,71.74,18.52,52.91,11.4986,55.81,34.84,43.22,18.73,32.84,64.4,12.035,23.38,59.33,17.23,20.8516,68.51,50.66,23.56,10.9025,24.7613,20.535,14.45,12.23,14.47,17.53,12.84
11/21/2008,53.31,61.3,39.58,17.15,74.88,19.29,55.15,11.7971,58.35,38.77,46.67,21.12,34.67,70.49,11.595,22.72,63.09,18.69,21.8776,75.81,52.92,24.4,11.97,26.6021,22,15.67,13.11,15.17,19.68,14.03
11/24/2008,67.42,63.26,40.75,19.07,79.89,21.42,55.51,13.2786,59.11,40.62,49.11,22.2,36.34,74.3,12.43,27.58,64.68,21.18,23.0746,78.8,52.77,25.44,12.58,27.7794,22.615,16.04,13.63,16.4,20.69,15.26
11/25/2008,71.78,63.64,40.18,20.73,80.65,22.25,56.81,12.9714,58.7,40.45,47.13,22.03,37.27,76.53,12.3825,29.77,63.18,21.37,22.9226,78.11,54.68,25.81,12.3225,28.5737,22.535,15.94,13.13,15.42,19.99,15.77
11/26/2008,76.5,65.91,41.28,20.98,81.67,23.55,57.9,13.5714,58.27,42.78,47.73,22.5,39.33,79.93,13,30.62,63.16,22.3,23.3975,80.89,56.69,26.31,13.3125,30.4051,22.69,16.07,13.97,16.39,20.49,16.19
11/28/2008,78.99,66.93,42.63,21.01,81.6,23.11,58.75,13.2386,58.58,43.65,48.53,22.52,40.99,79.01,13.14,31.66,64.35,23.31,23.806,80.15,55.88,26.72,13.3125,30.5078,23.435,16.43,13.8,16.54,20.22,17.17
12/1/2008,65.76,62.35,39.88,20.12,76.9,21.21,56.17,12.7043,55.33,37.01,45.62,20.33,36.58,72.02,12.0125,26.12,60.49,19.64,21.1081,74.31,53.01,24.85,12.005,28.6578,22.165,15.28,12.56,14.96,18.61,15.5
12/2/2008,65,60.86,40.7,20.32,79.84,21.85,57.05,13.21,56.83,40.16,46.06,21.46,38,75.54,12.42,28.53,61.44,20.76,22.4191,77.61,53.45,26.68,12.5025,30.022,21.965,16.02,13.28,15.32,19.15,17.61
12/3/2008,68.95,60.71,40.47,20.38,80.67,22.76,59.55,13.7,57.32,40.22,47.32,21.94,39.65,74.74,13.11,30.25,62.88,21.87,22.4286,78.93,54.38,26.46,13.0025,31.0124,23.07,16.62,13.66,16.01,19.87,18.13
12/4/2008,67.53,59.14,39.19,19.9,77.44,23.22,60.84,13.0586,56.18,38.82,47.16,21.79,37.52,71.76,12.7025,31.08,61.25,20.84,22.5046,76.27,55.11,25,12.99,30.0407,22.375,16.27,12.77,15.33,19.11,17.55
12/5/2008,70.72,59.85,39.53,21.41,80.59,24.4,62.72,13.4286,58.23,43.41,49.01,22.77,38.26,74.42,13.295,33.35,62.63,21.78,22.9131,76.6,58.21,26.49,13.335,31.0124,22.99,16.55,13.29,15.94,19.87,17.85
12/8/2008,77.15,57.38,42.85,21.45,84.86,24.25,60.92,14.2457,58.77,43.77,48.65,24.92,42.42,78.09,14.04,36.49,62.49,24.44,25.022,79.6,57.56,27,14.0425,31.9842,22.99,16.93,13.94,17.25,21.01,18.88
12/9/2008,72.77,56.15,40.82,20.78,82.69,23.2,59.68,14.2943,57.81,42.17,47.97,23.53,42.38,75.56,13.3825,33.96,59.79,23.29,25.06,78.2,55.81,26.31,13.235,31.1619,22.415,16.47,14.3,17.16,20.6,17.78
12/10/2008,71.53,57.52,41.68,21.57,82.86,24.29,61.66,14.03,57.8,40.59,48.01,23.7,43.67,78.44,13.29,33.52,59.12,21.56,25.2215,80.07,55.25,26.98,12.625,30.5919,22.655,16.57,14.27,17.33,20.61,18
12/11/2008,69.71,55.14,40.27,23.49,80.58,22.99,60.87,13.5714,58.25,39.06,47.08,22.82,42.2,79.46,13.0225,29.94,58.58,20.13,24.642,80.02,54.79,26.44,12.1825,30.3397,22.11,16.56,14.01,16.91,19.45,17.05
12/12/2008,67.74,56.04,39.2,23.54,82.2,23.47,60.59,14.0386,57.25,40.58,48.82,22.61,42.08,79,13.2375,30.94,58.94,20.34,25.2785,80.45,54.63,27.04,12.3425,30.648,22.285,16.92,14.75,16.99,19.36,17.11
12/15/2008,66.46,55.63,38.74,23.78,82.77,23.41,60.69,13.5357,57.81,40.05,49.63,22.77,42.21,78.21,13.1875,28.63,59.36,19.34,24.8605,79.95,54.71,26.6,12.0475,30.1808,22.485,16.63,14.59,16.84,19.04,16.95
12/16/2008,76,58.32,41.9,24.35,86.4,24.32,62.92,13.6329,59.6,44.45,51.67,23.78,43.8,79.01,13.6925,32.35,61.62,20.06,26.2094,83.14,55.24,27.91,12.41,31.3021,23.23,17.36,15.64,17.42,20.11,17.92
12/17/2008,78.78,58.58,41.02,23.9,85.84,24.7,62.63,12.7371,58.78,42.73,50.6,23.58,44.65,76.82,13.84,31.86,60.7,19.81,25.7534,81.06,55.19,27.12,12.66,31.816,22.74,17.25,15.26,16.84,19.66,17.39
12/18/2008,80.05,56.71,41.07,24.91,84,24.45,61.29,12.7757,58.99,42.77,50.81,22.83,42.16,73.03,13.675,30.21,60.31,18.9,24.4235,77,55.41,27.74,13.1725,31.1152,22.59,17.12,14.26,16.66,19.3,15.96
12/19/2008,80.73,56.62,41.24,26.49,83.52,24.22,60.32,12.8571,58.84,42.84,51.37,22.43,42.69,70.85,13.7425,30.32,60.18,19.43,24.319,75.02,55.74,28.56,12.815,31.0124,22.215,17.3,14.44,16.64,19.12,16.5
