   caldt       CAP1RET       CAP2RET       CAP3RET       CAP4RET       CAP5RET
19990528      0.029839      0.038474      0.017428      0.025847      0.018752
19990630      0.002278      0.017436      0.027340      0.034151      0.042743
19990730      0.039122      0.032483      0.014983      0.013885      0.009744
19990831     -0.042218     -0.023297     -0.032654     -0.023276     -0.022385
19990930      0.004006      0.007493     -0.030354     -0.027221     -0.001459
19991029     -0.004420      0.014958      0.015933      0.000684      0.002080
19991130      0.125510      0.131151      0.150691      0.102315      0.098021
19991231      0.146233      0.211707      0.183476      0.152883      0.133389
20000131      0.207740      0.094947      0.096641      0.053805      0.053869
20000229      0.240418      0.159177      0.141415      0.160683      0.142520
20000331     -0.027778     -0.055455     -0.033748     -0.045561     -0.055084
20000428     -0.170390     -0.137267     -0.136712     -0.120817     -0.118426
20000531     -0.087108     -0.053094     -0.074732     -0.073732     -0.075282
20000630      0.056428      0.041152      0.086652      0.113539      0.118113
20000731     -0.023833     -0.031881     -0.038128     -0.043407     -0.037794
20000831      0.068825      0.051812      0.049384      0.071696      0.099403
20000929     -0.030076     -0.019349     -0.012657     -0.026951     -0.022020
20001031     -0.106276     -0.065300     -0.084627     -0.075527     -0.067789
20001130     -0.122512     -0.094651     -0.100400     -0.113702     -0.104450
20001229     -0.072644     -0.009388     -0.023589      0.015263      0.029063
20010131      0.542924      0.353569      0.285307      0.260551      0.210401
20010228     -0.134064     -0.088664     -0.096390     -0.083123     -0.086829
20010330     -0.112741     -0.089677     -0.075913     -0.052777     -0.041925
20010430      0.042498      0.053535      0.044634      0.030237      0.041491
20010531      0.080882      0.088026      0.077453      0.076470      0.085605
20010629     -0.005509      0.015701      0.015835      0.016425      0.039828
20010731     -0.020549      0.010655      0.000356     -0.002086     -0.016719
20010831     -0.018399     -0.019852     -0.024467     -0.026349     -0.023859
20010928     -0.118349     -0.096276     -0.096192     -0.092008     -0.115001
20011031      0.067687      0.096111      0.057638      0.062956      0.046470
20011130      0.059298      0.066361      0.049319      0.038238      0.064498
20011231      0.052536      0.054700      0.046973      0.050558      0.062089
20020131      0.103275      0.055255      0.046446      0.025879      0.012246
20020228     -0.049098     -0.031428     -0.027254     -0.029858     -0.041612
20020328      0.086237      0.063145      0.074666      0.055437      0.073622
20020430      0.010806      0.011408      0.017581      0.012433      0.011707
20020531      0.002296      0.001722      0.006158      0.020643     -0.001401
20020628     -0.021772     -0.061377     -0.051909     -0.051458     -0.023733
20020731     -0.084203     -0.096553     -0.088560     -0.087103     -0.112718
20020830      0.021200     -0.000841      0.008426      0.004658     -0.005755
20020930      0.005228     -0.059004     -0.050328     -0.051914     -0.066890
20021031     -0.023627      0.013521      0.013771      0.012852      0.012947
20021129     -0.036977      0.062249      0.062699      0.052879      0.067816
20021231      0.108922      0.002268     -0.009034      0.007816     -0.019538
20030131      0.084935      0.027711      0.028454      0.012221     -0.002321
20030228     -0.014328     -0.004499     -0.018147     -0.022916     -0.016880
20030331      0.006936      0.015442     -0.000745      0.007748      0.018057
20030430      0.096427      0.097282      0.072644      0.088320      0.099197
20030530      0.202561      0.158182      0.139077      0.164673      0.111731
20030630      0.075153      0.078600      0.073973      0.062079      0.034682
20030731      0.077242      0.107583      0.076210      0.064248      0.068860
20030829      0.064206      0.054020      0.047660      0.042521      0.032166
20030930      0.063392      0.061900      0.045897      0.049295      0.032124
20031031      0.124259      0.105655      0.099993      0.095471      0.081009
20031128      0.062120      0.046516      0.048852      0.041645      0.044255
20031231      0.023860      0.017055      0.026827      0.040893      0.026294
20040130      0.148283      0.087931      0.097411      0.070258      0.060286
20040227      0.006047     -0.002203      0.011203      0.012261      0.007877
20040331      0.022871      0.008314      0.006840      0.004998     -0.000124
20040430     -0.019929     -0.024675     -0.049352     -0.057957     -0.051212
20040528     -0.004595     -0.021591     -0.004550     -0.004156     -0.013600
20040630      0.007442      0.012385      0.007117      0.015012      0.029412
20040730     -0.071104     -0.043704     -0.050774     -0.044904     -0.059584
20040831     -0.033058     -0.004034     -0.007291     -0.004976     -0.001579
20040930      0.029094      0.047351      0.032233      0.042411      0.049055
20041029      0.020582      0.011933      0.007941      0.020348      0.017726
20041130      0.092353      0.068526      0.053386      0.075717      0.092109
20041231      0.078953      0.059889      0.071349      0.052883      0.042668
20050131     -0.022347     -0.018402     -0.023305     -0.028179     -0.034587
20050228      0.007222      0.018871      0.012602      0.008031      0.011188
20050331     -0.012705     -0.035639     -0.044464     -0.045182     -0.047426
20050429     -0.052406     -0.049298     -0.032187     -0.046735     -0.051647
20050531      0.059588      0.020878      0.031551      0.030839      0.045012
20050630     -0.027223      0.033509      0.022882      0.041282      0.046296
20050729      0.063677      0.047468      0.064417      0.065323      0.069189
20050831     -0.010137      0.004465     -0.001099     -0.004586     -0.014222
20050930      0.024880      0.008001      0.024165      0.021808      0.010565
20051031     -0.033761     -0.042932     -0.035924     -0.028922     -0.035331
20051130      0.027082      0.025082      0.023998      0.029882      0.035586
20051230      0.008669      0.031442      0.025534      0.008188      0.015489
20060131      0.096145      0.069947      0.068612      0.077897      0.086083
20060228      0.009457      0.019481      0.006008      0.008444      0.007702
20060331      0.043975      0.046116      0.039242      0.040008      0.036101
20060428      0.017392      0.008380      0.006489      0.014014     -0.004812
20060531     -0.063432     -0.049433     -0.041458     -0.042134     -0.051401
20060630     -0.006215     -0.016327     -0.016819     -0.008841     -0.009310
20060731     -0.035371     -0.025981     -0.018942     -0.029980     -0.026144
20060831     -0.006852      0.010521      0.008459      0.022647      0.033315
20060929      0.006277      0.006919      0.006374      0.009036      0.007377
20061031      0.038631      0.029864      0.037901      0.046361      0.053577
20061130      0.038613      0.017966      0.027157      0.029378      0.033345
20061229      0.015178      0.019608      0.025669      0.017321      0.022465
20070131      0.039608      0.035997      0.019506      0.016113      0.005658
20070228      0.015800      0.014800      0.006064      0.004426     -0.007154
20070330      0.005376     -0.000349      0.002625     -0.000291      0.010585
20070430      0.034957      0.022811      0.025527      0.029461      0.021248
20070531      0.009410     -0.010466      0.002531      0.020288      0.024603
20070629      0.005695     -0.002957     -0.007639     -0.005441     -0.015958
20070731     -0.005993     -0.028343     -0.029171     -0.037338     -0.056444
20070831     -0.029685     -0.041951     -0.037244     -0.029865     -0.008916
20070928      0.022413      0.023575      0.026525      0.036518      0.030745
20071031      0.024101      0.011610      0.016517      0.020568      0.026709
20071130     -0.062068     -0.082079     -0.069222     -0.086030     -0.092037
20071231     -0.008234     -0.014810     -0.015526     -0.006874      0.008750
20080131     -0.016918     -0.018952     -0.036936     -0.037493     -0.045726
20080229      0.004664     -0.019223     -0.021941     -0.031124     -0.038437
20080331     -0.056680     -0.050240     -0.038017     -0.027683     -0.013481
20080430     -0.007637      0.008252      0.001341      0.011975      0.026710
20080530      0.026793      0.022987      0.015163      0.025733      0.023540
20080630     -0.044123     -0.060470     -0.067415     -0.071865     -0.084449
20080731     -0.045806     -0.056278     -0.022828     -0.005695      0.024208
20080829     -0.008261     -0.004287      0.014815     -0.000159      0.004765
20080930     -0.125912     -0.138533     -0.128237     -0.121889     -0.099089
20081031     -0.148391     -0.153272     -0.156722     -0.175743     -0.204519
20081128     -0.147508     -0.128359     -0.143202     -0.129201     -0.140228
20081231     -0.015550     -0.032574      0.007341      0.020946      0.052656
20090130      0.128235      0.064856      0.028633     -0.002168     -0.052849
20090227     -0.115554     -0.103096     -0.106963     -0.110001     -0.115910
20090331      0.137318      0.103009      0.076346      0.081879      0.088760
20090430      0.190140      0.213285      0.172836      0.191197      0.190043
20090529      0.191250      0.215122      0.117841      0.110567      0.097294
20090630      0.062379      0.059016      0.033216      0.027801      0.026996
20090731      0.079201      0.053732      0.108765      0.108462      0.099638
20090831      0.124060      0.081756      0.053944      0.060777      0.029893
20090930      0.124134      0.057354      0.068501      0.085738      0.084244
20091030     -0.077377     -0.074704     -0.081920     -0.069182     -0.071149
20091130      0.025928      0.013543      0.026675      0.022219      0.036447
20091231      0.075808      0.042225      0.059124      0.076572      0.063957
20100129      0.060864      0.026398      0.003071     -0.016225     -0.027269
20100226      0.012284      0.018742      0.029763      0.041791      0.051628
20100331      0.083827      0.073283      0.074627      0.067792      0.072225
20100430      0.076091      0.081593      0.085330      0.075797      0.063373
20100528     -0.089073     -0.081574     -0.090837     -0.080509     -0.084822
20100630     -0.068393     -0.066709     -0.078134     -0.076452     -0.066396
20100730      0.035229      0.028099      0.051764      0.060675      0.067304
20100831     -0.038942     -0.048291     -0.060908     -0.059117     -0.079590
20100930      0.052508      0.051871      0.097225      0.105520      0.106229
20101029      0.042907      0.003748      0.040387      0.047093      0.054363
20101130     -0.004427     -0.082377      0.021433      0.017087      0.036196
20101231      0.072852      0.071411      0.083775      0.076116      0.073466
20110131      0.072015      0.040420      0.000852     -0.009524     -0.013616
20110228      0.045374      0.028101      0.036896      0.035891      0.041229
20110331     -0.013105     -0.009882     -0.018260      0.018253      0.007288
20110429      0.001161     -0.001924      0.009442      0.014448      0.011110
20110531     -0.024208     -0.034273     -0.010727     -0.018430     -0.014487
20110630     -0.011643     -0.029958     -0.025218     -0.018161     -0.028295
20110729     -0.011628     -0.012051     -0.020874     -0.024317     -0.031876
20110831     -0.077509     -0.072595     -0.084760     -0.085965     -0.082612
20110930     -0.113614     -0.082994     -0.078982     -0.096703     -0.096940
20111031      0.037968      0.047310      0.074404      0.100804      0.117023
20111130     -0.060059     -0.015369     -0.026299     -0.007027     -0.004383
20111230     -0.007858      0.006509     -0.001292      0.020396      0.012907
20120131      0.146033      0.107259      0.084880      0.085143      0.084723
20120229      0.061077      0.066558      0.042819      0.014481      0.012754
20120330      0.043237      0.040575      0.028284      0.022852      0.028283
20120430      0.015100     -0.017449     -0.010212     -0.016554     -0.016203
20120531     -0.075575     -0.057251     -0.062354     -0.062109     -0.064547
20120629      0.007953      0.017408      0.041475      0.060236      0.055663
20120731      0.004477     -0.004874      0.000852     -0.012618     -0.010163
20120831      0.026711      0.022168      0.029529      0.019198      0.022771
20120928      0.018161      0.034593      0.032393      0.053205      0.040312
20121031     -0.001389     -0.019653     -0.025094     -0.029639     -0.026435
20121130     -0.022348      0.001008     -0.002859     -0.001537      0.004278
20121231     -0.019582     -0.000017      0.007693      0.021151      0.022582
20130131      0.103842      0.078777      0.072237      0.068296      0.046436
20130228      0.011405      0.010195      0.004734     -0.010679      0.000304
20130328      0.020229      0.032513      0.048268      0.037704      0.039218
20130430     -0.010154      0.001089      0.003029     -0.000042      0.007564
20130531      0.043226      0.022946      0.013583      0.034566      0.030136
20130628     -0.025703     -0.010016      0.002701      0.004427      0.005541
20130731      0.068766      0.056289      0.059574      0.059332      0.048850
20130830      0.011616     -0.015015     -0.025303     -0.035752     -0.017511
20130930      0.059804      0.043633      0.070238      0.057562      0.066519
20131031      0.014968      0.019735      0.016641      0.012271      0.017773
20131129      0.053183      0.032718      0.035200      0.047636      0.039079
20131231      0.064100      0.052118      0.025847      0.019694      0.028802
20140131      0.084146      0.039987      0.032301      0.002036     -0.015424
20140228      0.056160      0.034758      0.039608      0.046789      0.045378
20140331      0.016976     -0.015228     -0.004781      0.001358     -0.003137
20140430     -0.023373     -0.026483     -0.051447     -0.036070     -0.036863
20140530      0.002478     -0.008834     -0.003767      0.008306      0.004690
20140630      0.016505      0.016161      0.045938      0.043605      0.048750
20140731     -0.011627     -0.028536     -0.044450     -0.054852     -0.052664
20140829      0.015848      0.019146      0.023356      0.039214      0.043053
20140930     -0.035266     -0.027023     -0.038769     -0.057708     -0.049599
20141031     -0.007792     -0.028669     -0.004031      0.020635      0.039717
20141128     -0.002638     -0.015366      0.001747     -0.015619     -0.005823
20141231     -0.017485      0.007384      0.003465      0.024562      0.046107
20150130      0.001871      0.004039     -0.012617     -0.042592     -0.038051
20150227      0.059746      0.046351      0.029403      0.053841      0.052726
20150331     -0.036294     -0.009574     -0.006032      0.000135      0.005969
20150430      0.029088      0.008881      0.004560      0.006326     -0.000839
20150529     -0.008793     -0.004871      0.007055      0.009103      0.007193
20150630     -0.016949     -0.023967     -0.012905      0.001964      0.007499
20150731     -0.043572     -0.029921     -0.030614     -0.030185     -0.032070
20150831     -0.077383     -0.027926     -0.045075     -0.043172     -0.049517
20150930     -0.043543     -0.045722     -0.055248     -0.057936     -0.060349
20151030      0.014336      0.022977      0.030637      0.044080      0.052127
20151130     -0.001892      0.007549      0.014920      0.018328      0.026031
20151231     -0.061316     -0.024842     -0.030235     -0.035827     -0.046304
20160129     -0.077407     -0.083936     -0.088380     -0.084737     -0.091484
20160229     -0.007245      0.011516      0.007080     -0.004796      0.005523
20160331      0.083280      0.061500      0.073644      0.067020      0.067456
20160429      0.058690      0.071631      0.051845      0.056950      0.053136
20160531     -0.042025     -0.011086     -0.015170     -0.004443     -0.007380
20160630      0.039142      0.001875      0.008367      0.007159      0.020892
20160729      0.078867      0.038565      0.035816      0.042971      0.050466
20160831     -0.026867      0.014661      0.019013      0.018754      0.020674
20160930      0.007429      0.017890      0.037481      0.032674      0.027185
20161031     -0.064894     -0.041219     -0.052436     -0.045518     -0.048338
20161130      0.017325      0.040693      0.047063      0.103721      0.079372
20161230      0.000647      0.014773      0.027127      0.028882      0.034322
20170131      0.069575      0.034737      0.027272      0.010063      0.004011
20170228      0.013378      0.014106      0.014667      0.010791      0.010992
20170331     -0.016714     -0.011366      0.022326      0.011669      0.012188
20170428     -0.031267     -0.020177      0.002616     -0.004392      0.014356
20170531     -0.035590     -0.011897     -0.007819     -0.016232     -0.016717
20170630      0.013109      0.010606      0.033698      0.031542      0.041249
20170731     -0.013999      0.010694      0.001378      0.003445      0.006522
20170831     -0.025026     -0.025548     -0.002008      0.010849      0.004039
20170929      0.073816      0.062097      0.049575      0.066948      0.052021
20171031     -0.002664     -0.011055      0.006690      0.003850     -0.003221
20171130      0.039245      0.013243      0.004362      0.014193      0.017698
20171229      0.034467      0.024320      0.007844      0.001354      0.010052
20180131      0.034968      0.023047      0.028563      0.006856      0.008255
20180228     -0.060317     -0.030700     -0.038199     -0.037458     -0.026856
20180329     -0.001273      0.005603      0.014852      0.010389      0.003173
20180430     -0.016631      0.008424      0.008992      0.005306      0.025659
20180531      0.043815      0.043294      0.032299      0.046081      0.066039
20180629      0.026817      0.005944      0.013358      0.013026      0.003863
20180731     -0.022802     -0.012175     -0.013174     -0.009018      0.009395
20180831      0.085026      0.030496      0.036163      0.046977      0.035126
20180928     -0.004077     -0.005835     -0.007569     -0.019233     -0.022052
20181031     -0.090100     -0.092959     -0.111554     -0.091938     -0.101258
20181130     -0.021162     -0.033823     -0.017198      0.000814     -0.013013
20181231     -0.097000     -0.104517     -0.117701     -0.098922     -0.108895
