湖北,北京,福建,广东,广西,海南,河北,河南,黑龙江,湖南,吉林,江苏,江西,辽宁,内蒙古,安徽,宁夏,山东,山西,上海,天津,西藏,云南,浙江,重庆 
8.391648255,8.682926532,8.097340963,8.648784563,7.801948312,8.542707209,7.938662557,8.365099525,9.178370281,8.009589151,8.460726731,7.720595098,7.930265108,8.470484362,9.184001188,6.869153041,8.137590743,8.063326002,7.563085206,8.861172037,8.581090078,8.529093529,8.445583757,7.67146782,7.577173133
8.865638792,9.311934196,8.560746521,9.075717147,8.240110338,8.843944867,8.472538631,8.727484417,9.588453913,8.349405962,8.949406448,8.441735714,8.127673649,8.905814423,8.988094334,7.59825312,9.103469457,8.612347951,8.000952935,9.421863318,9.176968842,8.445405602,8.890512447,8.303296904,7.995332727
8.866996177,9.234780274,8.639535425,9.22602786,8.296934849,9.174446838,8.630539209,8.931433597,9.350390577,8.300955341,9.129883336,8.695651409,8.356457524,8.890545339,8.653113229,7.282961618,8.911563648,8.652965375,8.223430447,9.539534154,9.120436384,8.713634827,8.853469123,8.525458695,8.039711122
8.1383857,8.680119212,7.992024093,8.530136651,7.691856194,8.303158342,7.687466167,8.003790006,8.688790532,7.586398484,8.381009141,7.557197892,7.60872863,8.411631738,8.609547318,6.175260711,8.343593488,8.008712261,7.688913337,8.708661467,8.516683061,8.300244697,8.276104841,7.649671844,7.176741051
8.211704179,9.014618227,7.984616766,8.419405264,7.832227782,8.212697802,8.445429819,8.404271332,8.872531202,7.681806888,8.67453449,7.757887811,7.703176216,8.896453151,8.764528157,6.851802021,8.57762956,8.598319088,7.948296973,8.721133329,8.696890037,8.361552513,8.61990031,7.63262064,7.206309556
8.579157374,9.210048593,8.173350295,8.533642584,7.929403727,8.454118284,8.558181007,8.693549422,8.875697222,8.193419106,8.600996261,7.732638973,7.496540404,9.004209995,8.601332639,6.838892269,8.425479868,8.63471346,7.904161793,8.80447314,8.574503509,8.341682672,8.289871423,7.791612691,7.3994598
8.621021185,9.041846974,8.107849451,8.691635493,7.893267923,8.5604508,8.393010235,8.676680797,9.017514073,8.498216997,8.723680245,7.979267138,7.677393483,8.972903578,8.863155358,7.121839739,8.156558035,8.71806249,7.84455917,8.757083664,8.884986961,8.606817105,8.294371588,7.80548736,7.339137492
9.195690986,9.09648817,8.160363607,8.643961205,7.839311236,8.410001794,8.393489538,8.660629801,9.556136785,9.060464708,8.814292599,8.496762647,8.599281215,9.031308329,8.71357778,7.914564564,8.045481437,8.684159767,8.042281537,9.158621277,8.926067874,8.403624477,8.356675552,8.216045733,7.928195914
9.345213917,9.217354313,8.532573907,8.979931058,8.369357695,8.611211368,8.469324367,8.643729718,9.634021127,9.089335113,9.023342443,8.682824888,8.789134621,9.101613888,9.100781851,7.752263538,8.964205364,8.72773861,7.89319887,9.350491036,9.154448626,8.424090573,8.708211455,8.530815234,7.873375988
9.587563577,9.473413854,8.604865268,9.196348218,8.369435367,8.710446446,8.850302907,8.824469515,9.437495269,9.377985776,9.249240667,8.950686409,8.851417284,9.29368196,8.696770988,7.713056004,8.994420666,8.972653129,8.140679905,9.56271784,9.356668536,8.696951943,8.969260421,9.014801468,8.42607576
10.19473839,9.854077837,8.757012517,9.350639344,9.008104842,9.289013043,9.487843143,9.41984783,9.95387107,9.722675951,9.599428624,9.270010795,9.528000805,9.582364104,8.9626183,8.719599387,9.174782277,9.286490695,8.594443543,10.09387479,9.711936975,9.050259644,9.238670361,9.52200362,9.257474006
10.07209967,9.73768946,8.964188263,9.364738841,9.202423485,9.390715035,9.221392615,9.350216395,9.507886799,9.572847154,9.553186144,9.341939034,9.571175222,9.585941282,8.899937383,8.657780211,9.401993256,9.276645708,8.517433163,10.13197554,9.639494396,8.970404835,9.353325636,9.551280564,9.263949936
10.0462606,9.680277512,9.333992145,9.626545751,9.182880271,9.539375676,9.148206587,9.375468126,9.819801407,9.547212233,9.546843328,9.474971055,9.673580667,9.642164549,9.080344816,8.7788128,9.378823563,9.251859622,8.584514485,10.07370373,9.687480154,9.038568683,9.519620885,9.799085588,9.29145489
9.826590489,9.666179152,9.179268881,9.467287169,8.779492365,9.225686023,9.082753986,9.251279942,9.73367209,9.307779817,9.451299015,9.289271141,9.436894456,9.524294343,8.867241198,8.518181011,9.430573024,9.129039103,8.542344235,9.959561587,9.68166784,8.901347106,9.301988217,9.521148601,9.156956736
9.705028595,9.65407626,9.062656392,9.343371814,8.884881894,8.83486823,9.087508884,9.140783228,9.750778271,9.254313371,9.459188739,9.118403325,9.302308914,9.510430349,8.91121957,8.423739625,9.051735342,9.027963023,8.449668884,9.853208306,9.645950056,8.801071611,9.29404768,9.252835963,9.102450642
9.654732716,9.681041247,8.93798834,9.169426722,8.63828305,8.671344279,9.202193285,9.119076326,9.731409424,9.238040049,9.351055171,8.878229667,9.469327487,9.442043238,8.797320221,8.310592057,9.170013047,9.045310109,8.421661987,9.84158078,9.545165675,8.926451098,9.295539535,9.101271396,9.042810576
9.788495278,9.750891445,8.81754335,8.926920279,8.717466745,9.240810825,9.201703907,9.153839682,9.670682185,9.150818758,9.503081501,9.070783586,9.373294936,9.467680277,9.043638589,8.483413648,9.077570594,9.008844262,8.494038285,9.86559005,9.314911262,8.873918134,9.298738445,9.143712811,8.9106939
8.538134766,8.870820739,8.077221958,8.785985624,8.101891613,8.487902962,8.061819702,8.087663336,9.013710674,8.332990627,8.643836121,8.376363258,8.465791236,8.773652911,8.392056207,7.47838709,8.474390069,8.40710221,8.860240905,8.864212689,8.773504249,8.344335284,8.552614195,8.565048919,7.426935406
8.537579839,8.801464364,8.679098413,8.823354179,8.069826392,8.293419442,8.095172584,8.149006492,8.940989626,8.318514285,8.388165926,8.15616667,8.467417969,8.607651207,8.652140322,7.465210493,8.061118765,8.237766523,7.611100285,8.969558521,8.56432402,8.574072995,8.763373038,8.449816607,7.5620631
8.655555296,8.740365761,8.496142218,8.738043854,8.093874655,8.373570233,8.038522781,8.100008865,8.790899493,8.301700656,8.346905123,8.282015014,8.257801872,8.592472634,8.608559422,7.18699557,7.85625502,8.178221265,7.863218646,9.003465189,8.409695367,8.575893273,8.511916092,8.266143918,7.986813459
8.690111667,8.745108026,8.364172022,8.590142175,8.079926738,8.228298575,8.009915652,8.046392163,9.222887234,8.195122776,8.365753833,8.090287359,8.193306518,8.589453886,8.343319795,7.116204732,8.207810692,8.144509425,8.037704723,8.894238493,8.472184867,8.966784543,8.52486985,8.019876894,8.118994246
8.730609734,8.845724753,8.461367544,8.64885226,8.118564909,8.467688672,7.937766743,8.230972227,9.250086275,8.508550513,8.746173144,8.128396631,8.247532457,8.6899701,8.336142613,7.053196715,8.05785251,8.240841026,7.904076411,9.027216879,8.704680218,9.44367694,8.627240786,8.283662111,8.327583541
9.379969084,9.481014694,8.933652016,9.075355999,8.425259398,8.844836568,8.638891515,8.692109443,9.75170654,9.02555812,9.153708387,8.910477916,8.985417001,9.205452809,8.910233415,7.68910301,9.112157737,8.641884284,8.19965654,9.717588854,9.235052961,9.276114736,9.136281906,8.86011221,8.992869451
9.481144106,9.417216409,9.063039854,9.228041564,8.510720958,8.582731034,8.614818366,8.843032013,9.521627496,8.959776026,9.186754397,8.922891127,9.164120061,9.157264745,8.609908695,7.856220419,8.963586955,8.744050837,8.584225476,9.709944634,9.324591166,9.379112211,9.080437474,8.991266979,8.9474403
8.604343058,8.666242768,8.445982351,8.552708364,8.186171856,8.366924965,7.98638324,7.89432782,8.731113424,8.350312276,8.17947084,8.137331932,8.420416663,8.370809971,8.392350293,6.926454356,7.830690554,8.023797949,7.751206465,8.896154604,8.394340976,8.956341732,8.737694214,8.154760143,8.284737668
8.573681447,8.641809844,8.362914648,8.743157216,8.29492003,7.888715952,8.190620008,8.001241653,8.795079643,8.342639229,8.126412512,7.977042892,8.321052931,8.51764947,7.994484989,6.860981312,7.772191155,8.057238989,7.690427757,8.889244371,8.333327701,8.808420401,8.640751695,8.271872002,8.134419945
8.623698202,8.656539501,8.380824168,8.636034851,8.191771974,8.352848394,7.9270527,8.095093196,8.88023917,8.372601357,8.469662983,7.962146339,8.227789638,8.531996717,8.481241494,6.749638411,7.49628241,8.120258688,7.667789783,8.923619625,8.575021841,8.428799041,8.560520419,8.210269134,8.060246613
8.564449012,8.666760276,8.322610219,8.727867807,8.091872019,8.640639273,7.871430145,8.160214316,9.103348554,8.450786633,8.383690751,8.006005689,8.221367145,8.493945558,8.302265795,7.250171719,7.888084407,8.004534761,7.483975308,8.901595185,8.638454193,8.590669331,8.639490255,8.290796432,7.996087213
8.679426565,8.813584898,8.718528218,8.852254755,8.09437281,8.56382511,7.916017289,8.167060094,9.340913786,8.364362721,8.684333426,8.02815104,8.28022051,8.916236682,8.554394902,6.954562526,8.216961591,8.147373402,7.616160462,9.027179395,8.618635269,8.810480951,8.560861308,8.245086277,8.083314288
9.414054259,9.516705952,8.83885309,9.268422787,8.500468443,8.737559089,8.485046995,8.525394385,9.608223201,8.850746726,9.171873241,8.658432776,8.718700484,9.126738133,8.710330894,7.438190497,8.568424817,8.542617936,7.973620522,9.59323045,9.122326051,9.141296479,8.973167519,8.608068514,8.691011363
9.423699411,9.521716147,8.913925718,9.348098011,8.455689568,8.705241444,8.75024048,8.682325875,9.523439263,8.771511103,9.172107904,8.634684896,8.752259406,9.235015569,8.77192128,7.926833104,8.904969437,8.71161008,8.313178021,9.543607028,9.211119735,9.099688102,9.044239151,8.80355423,8.59941769
8.31262963,8.619510849,8.167761066,8.61369051,8.093164593,8.551738086,7.654258902,7.858161555,8.63947437,8.275517284,8.476128285,7.73298897,8.006993687,8.494445198,8.395738975,6.759859993,7.855221628,7.777855923,7.283688584,8.710639446,8.46214076,8.331216391,8.196011142,7.985016743,7.975690879
8.383752366,8.611209359,8.109728419,8.540334611,7.930256288,8.433061301,8.066228224,7.840501413,8.678342462,8.077602967,8.458530706,7.476015288,7.943744248,8.577298269,8.435971422,6.754635179,8.426100771,8.040375951,7.434311078,8.791981929,8.279511737,8.671972245,8.437729333,7.772409236,7.853195875
8.385554578,8.711511716,8.238162486,8.550124037,7.884992463,8.368724795,7.972465109,7.909951263,8.709259027,7.990068704,8.332769427,7.720062054,8.052070599,8.547011264,8.246464695,6.788850461,8.45240575,8.051470064,7.530989522,8.730428841,8.432342678,8.81500309,8.332911635,7.864467925,8.038577138
8.770347181,8.930813795,8.194795647,8.521474068,7.894302472,8.406337885,8.298250541,8.12673393,8.829227133,8.449019538,8.390342292,7.875124196,8.435439433,8.650999514,8.489504667,7.446359481,8.520687081,8.314707217,8.018847699,8.856369212,8.599661614,8.529516941,8.945304331,8.275362288,8.036202257
8.975152481,9.039258892,8.603112901,8.776359905,8.917759159,8.298412608,8.244523481,8.44454094,9.246888084,8.544261419,8.882050402,8.233804474,8.948703709,8.969725923,8.310647702,7.108721385,8.334071314,8.445414873,7.980998476,9.210981962,8.813802457,8.921857979,8.366086282,8.457158888,8.211462139
9.381575492,9.6201536,8.988897147,9.210929274,8.945666937,8.777581466,8.757303568,8.826410496,9.579021345,9.08093396,9.418157403,8.91148969,9.289523787,9.351532843,8.71300626,8.073302254,8.800515775,8.792186241,8.348780995,9.776738733,9.363791777,9.238705674,9.149249023,8.897605434,8.682370359
9.601062226,9.627296943,8.936726447,9.281425921,9.102897947,8.721164321,9.000721073,8.878485666,9.473306057,9.230477098,9.572758501,9.004829006,9.510352553,9.399930414,8.871205385,7.925642451,8.838213323,8.899882779,8.592165725,9.940051698,9.392202808,9.369417672,9.249676367,9.2179598,8.827716102
8.741673397,8.710623553,8.226348317,8.642947012,8.204449005,8.592947254,8.160603118,7.931170048,8.830577214,8.609489676,8.50883472,7.957494369,8.736454582,8.665075811,8.001019961,7.171133016,8.072883299,8.097312727,7.425630992,8.858490806,8.456645882,8.784424712,8.466488987,8.390969122,8.17235768
8.704289881,8.634371669,8.350523008,8.566113586,8.129233957,8.386717981,7.873925707,7.927087069,8.593482992,8.2785609,8.347856959,7.914497724,8.540923698,8.537968531,8.249499402,6.971467566,8.04205641,8.202305804,7.610533207,8.909862472,8.436877126,8.797030287,8.824162889,8.468837355,8.071965349
8.702410551,8.787655333,8.322639723,8.517537424,7.943978815,8.565260714,8.710480386,8.006611769,8.740810786,8.506416809,8.608677882,8.193270667,8.30530774,8.64007837,8.236973446,6.710190865,8.070437229,8.246323702,7.748768432,8.853530188,8.436513857,8.864120784,8.540380086,8.248475763,7.998131109
8.602935339,8.797365528,8.148104917,8.646256614,8.271793158,8.588801506,8.197813726,8.272356783,8.66762013,8.433801678,8.470939807,7.95113606,8.599509866,8.676962126,8.273696046,7.399179623,7.909856667,8.200016652,7.629520837,9.009894651,8.722320642,8.863328791,8.857454668,8.214511707,8.033693026
8.931104935,8.917062287,8.330305441,8.785473996,8.497909116,8.826939486,8.191753868,8.169798133,9.075552833,8.48388878,8.701536315,8.091309651,8.587068799,8.944382361,8.376880591,7.756018388,8.56468092,8.35763514,7.863520538,9.241846394,8.69523178,8.831190253,8.815527996,8.850866617,8.108983463
9.409703313,9.690170285,8.7944021,9.340948924,8.91754629,9.108418244,8.878431518,8.83922262,9.475454365,9.002265559,9.002506629,8.778473611,8.812418453,9.351012211,8.861618087,8.034293044,9.002229101,8.896854285,8.360485153,9.832313644,9.481763689,9.413164591,9.322292038,9.286932694,9.104050006
9.55493609,9.716808115,9.009201537,9.431401004,8.998267543,8.794114069,9.019548375,8.907654404,9.506512687,9.277626907,9.370992018,8.91862019,8.996835157,9.460985079,8.997165221,7.938369439,9.074654279,8.97539178,8.666994687,9.876303939,9.576108326,9.2789405,9.622223441,9.189462953,9.199974739
8.697780589,8.632016969,8.284732893,8.944343981,8.368339988,8.311730533,7.721797684,7.803490023,9.093717434,8.349048437,8.432479173,7.822824414,8.287900495,8.378841959,8.695305167,6.6744712,8.190030817,8.081705927,7.45007957,8.854236216,8.332324758,8.95074121,8.706558549,8.487059583,7.760503159
8.66815869,8.626872387,8.443801931,8.82248838,8.396284275,8.382207885,7.83977969,7.833472214,8.864202863,8.222050524,8.309824764,7.868034774,8.48617495,8.342918918,8.561775812,6.761839827,8.306760184,7.959793634,7.671663766,8.899339909,8.24518545,8.639709136,8.467892017,8.366515982,7.742599288
8.583965579,8.626231918,8.21089688,8.772808666,8.247900111,8.351073375,7.870320845,7.861291841,8.852310244,8.101902381,8.207908339,7.863721612,8.02737118,8.299560093,8.335411377,6.755027828,8.161470175,8.06328496,7.301662947,8.862570752,8.218900825,8.722789399,8.420441293,8.155709158,7.687138258
8.566013159,8.611871102,8.292614221,8.717783628,8.135267202,8.37992884,7.800081996,7.853948294,8.977713422,7.979043668,8.130672499,7.591872927,8.244623315,8.384029768,8.158213479,6.658606871,8.267962305,8.100732756,7.257566723,8.648037802,8.388186198,8.879728927,8.629118893,8.171909195,8.113413762
9.032651526,8.934066313,8.269746616,8.826711006,8.547446898,8.784491035,8.170991035,7.998848343,9.224079847,8.596647303,9.05268412,7.839653166,8.864371745,8.60274063,8.184494283,6.783785646,8.108221944,8.35631599,7.711742255,8.870222063,8.385510686,9.005278781,8.826971582,8.045620914,8.155919355
9.668268145,9.668403151,8.595806481,9.682132822,9.197492811,9.07266096,9.011662104,8.785021092,9.726596274,9.166463118,9.367398963,9.099400885,9.505947419,9.277099567,8.700618372,7.699164037,8.729774491,8.936866242,8.419229494,9.872343989,9.249483853,9.476802274,9.342445949,9.114181258,8.736206996
9.652555742,9.664403368,9.57462614,9.951833673,9.11803221,9.654750835,9.162742871,8.880443824,9.638869115,9.14368407,9.432460133,9.135253707,9.58535839,9.428025244,8.868145893,7.957603236,8.938684743,9.087669677,8.635778572,10.00851002,9.368462764,9.360631778,9.302960391,9.349172619,8.607567012
8.713042636,8.702383684,9.032132609,9.395833586,8.740867935,9.222245598,8.090912997,8.009899594,8.524295708,8.37064195,8.425985751,8.105015202,9.040218166,8.474213032,7.961410229,7.057144642,7.766205011,8.249385988,7.593842597,9.193431915,8.353647639,8.979632569,8.629684741,8.567157456,7.864179518
8.808585607,8.772484269,8.953508177,9.249651968,8.605435516,9.275856072,8.376625675,7.918159671,8.50344816,8.472470526,8.540081739,8.110448105,8.917832851,8.42427943,8.178976274,6.845773487,7.846133607,8.183748249,7.401370005,9.248592729,8.404976092,8.63151628,8.659176144,8.561600488,7.956589524
8.731369362,8.816446533,9.019850767,9.230352631,8.453558631,9.094949161,8.140705277,8.040989522,8.658875401,8.237237328,8.159794176,7.986288121,8.902741409,8.369310023,8.457532828,6.980683985,8.210849174,8.147949265,7.790549393,9.185595603,8.336120963,8.553511345,8.613115547,8.499514507,7.907336096
8.695418773,8.65407521,8.797198025,9.060441411,8.399014116,8.886130129,7.978490552,8.14999037,8.78602856,8.347049962,8.251663924,7.812206601,8.877858668,8.215849782,8.259238994,6.863240577,8.110527363,8.185975975,7.248937833,9.225135877,8.284641835,8.897809246,8.94588356,8.337957949,8.01218914
8.986492381,8.787587933,8.786444229,9.110889866,8.644962979,8.867753814,8.425089111,8.10045534,9.113320988,8.374429527,8.542097164,8.195138408,9.024151748,8.467275149,8.398876709,6.579838646,8.587956051,8.315219888,7.633651959,9.359656978,8.589586497,8.766761652,8.877840137,9.189455079,8.327864808
9.604629855,9.659022591,9.137844113,9.585859925,8.944584462,9.176346287,8.781021085,8.703263072,9.658349767,8.993114177,9.18529774,8.796576424,9.256286591,9.244955143,8.849088656,7.391261092,8.89005246,8.972756896,8.154058467,9.902062059,9.303083233,9.356548573,9.357311051,9.799727455,8.977415489
9.676001694,9.667559863,9.287778563,9.665986173,8.864473187,9.07303501,9.073574599,8.891661638,9.603907924,9.119578867,9.391564243,8.859555164,9.323027378,9.379466335,8.885404708,7.872389647,9.324168932,9.054997015,8.18992216,9.989078582,9.417008372,9.190057487,9.438075446,9.956092211,8.971801062
8.784645107,8.734556449,8.658689989,8.788638888,8.378308831,9.229086657,8.083208574,7.868287068,8.7490788,8.429113294,8.599264609,7.845870522,8.703486268,8.618952844,8.291561735,7.080800611,8.86016805,8.337534349,7.503490072,9.017449164,8.304530947,8.972065054,8.869599658,8.169998878,8.123450482
8.949012162,8.965749334,8.604227327,8.959107227,8.723694763,9.031027352,8.323972589,8.072577682,8.730952636,8.484383983,8.598063959,7.930089867,8.356849411,8.725471091,8.640029288,7.137755271,8.180974256,8.415256378,7.6234642,9.123539399,8.589947712,8.649461286,8.867626094,9.062249918,8.12963559
8.504289293,8.795900394,8.868762849,9.09957716,8.702685272,9.198806894,8.25189603,8.08101553,8.861281482,8.392204067,8.717511552,8.125778907,8.580892611,8.726866289,8.374979185,7.237295381,7.631189152,8.272536551,7.860177341,9.295214104,8.571199659,8.576644688,9.004252664,8.919218469,7.926465857
8.679303022,8.788513114,9.047596459,9.157319837,8.518968845,9.313807997,8.28917371,8.125534556,8.725691323,8.504459587,8.501292833,8.044574905,8.66245563,8.415047051,8.023975599,7.072580921,8.258336103,8.608717571,7.327041106,9.268438347,8.446842255,8.508697202,9.088141709,8.798255401,8.214421282
8.749364487,8.990347112,9.014916149,9.271400818,8.660526719,9.118261754,8.246921781,8.310527939,8.95124103,8.512262782,8.704402782,8.320597272,8.640113409,9.053157624,8.631157996,9.642884403,8.387266722,8.500531878,8.320228952,9.292239045,8.906640216,8.416362085,9.151244718,8.606973281,8.331514528
9.38864872,9.787825423,9.335078385,9.689404651,8.978947329,9.445108364,8.835561658,8.875980733,9.848787841,9.104671246,9.171754257,8.996441432,9.098750718,9.36667126,9.052042568,8.106590792,9.222861653,8.929572156,8.140103485,9.917204613,9.552388531,9.175120217,9.492666904,9.02397018,8.991282106
9.417247195,9.761705168,9.313012898,9.718942361,9.17507599,9.376827407,9.071104933,8.91896353,9.66983246,9.142929978,9.314423842,8.996995101,9.183340329,9.426400977,8.982850715,8.411275658,8.799214271,9.189474817,8.638874075,9.677972112,9.506592651,9.134037994,9.516308334,8.969860361,8.769509282
8.497250509,8.649792979,8.511392042,8.955958243,8.313337079,8.359789159,8.21626831,8.042822325,8.714302754,8.308669005,8.148087458,8.115939048,8.501457025,8.46972252,8.09979698,6.852657765,8.18553601,7.999069741,7.417454814,9.195801271,8.18244347,8.501600831,8.852486591,8.264518255,8.065499379
8.506696522,8.534699721,8.5412073,8.850061964,8.398782495,8.608400014,7.840419028,7.94093304,8.714928077,8.34102973,8.074225094,7.891066016,8.365388424,8.5129907,8.070752327,6.904376243,8.443187778,8.151960799,7.393416929,9.194829314,8.275551019,8.545933351,8.915101418,8.019877327,8.139685465
8.528403096,8.587817931,8.607972142,8.930513547,8.332834991,8.978474727,7.719932618,7.993321527,8.805815494,8.478246118,8.442041006,8.243830564,8.226511255,8.498204778,8.135919595,7.021657779,8.386780739,8.19111128,7.727575158,9.276398371,8.243469124,8.190869286,8.820848657,8.389559161,8.173449247
8.799874452,8.67835316,8.676246892,9.050211574,8.288675224,8.891984025,8.280384051,8.101056667,8.778691719,8.399962728,8.393759219,8.173656748,8.897398328,8.551147629,8.360934461,7.125046444,7.875245968,8.354747972,8.009923737,9.277185581,8.416346284,9.077412879,8.900641976,8.460494998,8.139526721
9.024757744,8.88890185,8.915818915,9.294556361,8.440354678,9.161411532,8.709420958,8.101519726,8.89764188,8.73760329,8.518873318,8.27240852,9.108452242,8.599834624,8.573670193,7.77049382,8.10324218,8.591379043,7.784908203,9.47663655,8.51519033,8.936833545,9.055667406,8.678493395,8.388943445
9.605415943,9.551316956,9.449502477,9.710831746,8.840815568,9.556565057,9.125728538,8.659116074,9.509063715,9.050956384,9.047664417,8.890810395,9.42799876,9.280186568,8.896575344,7.680873671,8.862365567,8.903641262,8.435134817,10.06483737,9.408312312,8.98861724,9.562990186,9.204578116,9.08481839
9.501795838,9.503922383,9.440371556,9.865402811,8.830741404,9.599737072,9.076128327,8.608196513,9.40380016,9.065077057,9.104579007,8.931202239,9.424421261,9.353528842,8.976592038,7.597691427,9.1644151,8.980391525,8.298073352,10.0525778,9.288817635,8.939983538,9.589348425,9.249191319,8.940709119
8.544002071,8.494697453,8.645494542,9.005576632,8.304124106,8.833867563,7.633288437,7.829297442,8.479611833,8.393166797,8.10847494,7.762920565,8.376767574,8.104985488,8.138592385,6.870608164,7.988033861,8.075085537,7.357382253,8.876896415,8.284186282,8.757671341,8.903345536,8.256915859,8.18192232
8.535410069,8.660663183,8.719648203,8.933295094,8.166736238,8.89554865,7.676033855,7.822281598,8.22244383,8.46039157,8.22766181,7.788476157,8.326772592,8.142389995,7.8495663,7.036964846,8.246695944,8.169793625,7.142122877,8.921301783,8.321229401,8.598243743,8.691006806,8.334352185,8.227686963
8.613319973,8.750661384,8.573578496,8.919448172,8.178100725,8.934614099,7.77551498,7.981928133,8.338496372,8.050494296,8.209561091,7.795302627,8.305035651,8.194169163,8.212450138,7.231932857,8.110727583,8.091949234,7.451162493,8.874328768,8.312516174,8.713945832,8.689316422,8.43317205,8.042861182
8.950719045,8.892654208,8.486073651,9.100512253,8.234752218,8.763812094,7.879814521,7.894970349,8.438779254,8.273551306,8.362545772,7.9901701,8.445457091,8.492437529,8.314612273,7.186286789,8.647373141,8.422316029,7.644458169,9.048024026,8.344897889,8.891049684,8.86602008,8.21034349,8.342365315
9.123396712,9.314470445,8.783375741,9.415863076,8.609270739,9.153171135,8.12094031,8.140972863,8.738378972,8.517240128,8.608049973,8.384355273,8.752240201,8.873795879,8.302097172,7.542843294,8.693273087,8.578631406,7.653361211,9.509591667,8.864794629,8.976531216,8.918249186,8.624526102,8.474119414
9.7442454,9.992618805,9.347939881,9.80790404,8.969938117,9.550855319,8.802863158,8.705923927,9.353756194,8.8984695,9.078696185,8.987248363,9.377955704,9.385113905,8.690745242,8.083070769,9.06799309,9.082562734,8.714158518,10.17231231,9.580791724,8.979416633,9.421254569,9.189448892,9.146860362
9.750751568,9.802869465,9.385034245,9.889154454,8.893643311,9.393354004,8.874145476,8.801100111,9.090273103,9.11249016,9.130527013,9.028379513,9.418559796,9.489716476,8.965003128,8.120273817,9.553428769,9.057643296,8.688602394,10.04293154,9.599919417,9.036857354,9.282583077,9.17415694,9.082086938
8.74494153,8.846436145,8.589063933,8.964265935,8.101270738,8.815304193,7.806079898,7.783929125,8.373587828,8.373241351,8.34516704,8.050938282,8.652203168,8.212178433,7.623248907,7.170297042,9.085260781,8.184603707,7.367134487,8.957954107,8.368307642,8.475790671,8.68295709,8.164331132,8.378376897
8.593609746,8.678661348,8.394162985,8.836839833,8.118645531,8.789354437,7.442519946,7.737314854,8.368866199,8.280995049,8.245414954,7.646853359,8.572662234,8.298176485,8.019407642,6.840546529,9.162514742,8.636062859,7.32579254,8.960121024,8.290627313,8.790464787,8.577221871,7.981231889,8.181880646
8.463141314,8.702507479,8.780634906,8.856766596,8.210287942,8.765418309,7.777563949,7.753640078,8.27777727,8.085025355,8.437450439,7.416024513,8.274749061,8.416288014,8.061126707,6.664807538,8.045331838,8.618056419,7.238692746,8.891230039,8.437373038,9.999330058,8.516910952,8.112363444,8.09907798
9.008292694,8.710261499,8.574583752,8.777455009,8.57058083,8.863511243,8.505266242,7.915522879,8.679748502,8.035248835,8.609988323,7.722792203,8.217398105,8.739418269,7.649813569,6.82165258,8.719562444,8.859421915,8.438761564,9.609585442,8.494773929,8.740576714,8.746201114,8.106139748,8.599476253
9.19472674,9.041945102,8.807881337,8.997305558,8.5393541,8.728715522,8.992534494,8.579154436,8.939436114,8.382324419,8.668958008,8.301447292,8.486461091,8.425436698,8.044632311,7.878614321,8.30180284,8.430784212,8.412508811,9.511143034,9.291262034,8.906315964,8.909851306,8.387695581,8.806521995
9.828629299,9.741955139,9.228571029,9.432289034,8.787690229,9.204489288,8.730972789,9.240666481,9.337625497,9.044584149,9.061038693,9.207540489,8.910707837,9.12631963,8.631305355,7.798407639,8.901366564,8.845012777,8.264499111,9.95476048,9.707440347,9.231818765,9.282212933,8.810758379,9.387344952
9.832691337,9.660144699,9.446183465,9.637518971,8.931355701,9.185542771,8.69835937,8.929635875,9.239759617,9.149611419,9.238927829,9.363076635,8.937579227,9.173969198,8.882601595,8.011349927,8.963808773,8.889932438,8.348313971,10.09255225,9.690989888,9.130724954,9.355063293,8.960273023,9.448620256
8.506266454,8.457958978,8.902444551,9.030032168,8.481847543,9.094131971,7.469434801,7.907944572,8.334087734,8.363889407,8.330496539,8.223152893,8.511861202,8.373751301,7.728018694,6.96531639,7.989786413,7.975924501,7.245745843,8.995168645,8.523642635,8.670157045,8.866507754,8.159171374,7.951986206
8.440233218,8.506119132,8.491715134,9.314291303,8.064077919,8.688505666,7.626550426,7.749716168,8.170775287,8.171131937,8.101782637,7.729474394,8.17108484,8.230577778,8.035538592,6.670244303,7.845872732,8.055718779,7.283073533,8.98922867,8.792373296,8.602615688,8.585351154,8.457666024,7.831587243
8.512614797,8.615557091,8.538400638,9.391541271,8.197703501,8.650424483,7.805642644,7.930332098,8.328983913,8.163932252,8.089199282,7.827842545,8.198672154,8.11051306,8.089796781,6.715663067,7.892327518,8.038199573,6.690428113,8.989428211,8.751905709,8.379355397,8.714626817,8.338599577,7.774520307
8.381077574,8.790026125,8.604279155,9.498861003,7.923811187,8.878774369,8.306461848,7.891920123,8.267922915,7.942207264,8.152931297,7.959167787,8.313737596,8.150799516,7.745210574,6.059123196,7.497207223,8.255725765,7.190196369,9.068873001,8.837174413,8.659795816,8.78353492,8.421153972,8.161329804
8.701577304,8.949164115,8.641579743,8.876458619,8.557750099,8.654443964,8.399134088,7.910754942,8.582144467,8.190758423,8.39112836,8.386826593,8.546508459,8.321099669,8.272762161,7.562897674,8.285597353,8.342607645,7.603374402,9.234700683,9.05464846,8.808234615,8.775094589,8.192770723,8.004317412
