year mon ipdcongd ipncongd ipbuseq ipmat
1994 4 65.4519 84.4531 51.2731 63.704
1994 5 65.6752 85.1243 51.3872 64.1772
1994 6 66.2963 85.8105 51.7261 64.6017
1994 7 66.541 85.1689 52.2843 64.8963
1994 8 67.6809 85.8779 52.3756 65.315
1994 9 67.8436 85.1375 52.6528 65.6445
1994 10 68.5849 86.0106 53.466 66.0713
1994 11 68.4755 86.0616 54.0163 66.7154
1994 12 69.2552 86.6224 54.576 67.6816
1995 1 69.8883 86.3211 55.0231 67.8669
1995 2 69.7435 86.8168 55.1839 67.7638
1995 3 69.6574 86.8109 55.5682 67.88
1995 4 69.429 86.4207 55.5712 68.0018
1995 5 68.8004 86.9812 55.9021 68.1173
1995 6 69.2436 87.3787 56.6576 68.1327
1995 7 67.798 87.4412 56.484 67.8276
1995 8 70.0847 88.2956 57.6632 68.5907
1995 9 70.9204 88.0095 58.1676 68.9159
1995 10 70.0591 87.3823 57.9351 69.0629
1995 11 70.0342 87.7797 58.1013 69.2383
1995 12 70.4093 87.9435 58.4299 69.517
1996 1 68.5207 87.3912 57.6106 69.4407
1996 2 70.383 88.5462 59.2196 70.341
1996 3 68.1974 88.7958 59.087 70.3492
1996 4 71.3854 88.3573 60.5604 70.9021
1996 5 71.8068 88.3514 61.4529 71.4494
1996 6 73.4782 88.6731 62.5222 72.0884
1996 7 74.0818 87.5075 63.2362 72.0753
1996 8 73.3794 87.6658 63.8304 72.7462
1996 9 73.4448 88.6236 64.2214 73.0171
1996 10 72.1394 88.6132 64.0914 73.2272
1996 11 73.0225 89.5622 65.0068 73.6318
1996 12 74.1605 89.3811 66.2457 74.1148
1997 1 73.6618 89.207 66.4535 74.3585
1997 2 74.8289 89.283 67.543 75.4704
1997 3 75.8146 89.8041 68.6831 75.9156
1997 4 73.7432 89.4559 68.977 76.3101
1997 5 74.6265 89.9308 69.9173 76.7625
1997 6 76.2445 89.2795 70.9776 77.1685
1997 7 74.931 90.3691 70.979 77.8529
1997 8 78.4011 90.6628 73.1065 78.7554
1997 9 79.3928 91.2797 73.5449 79.5246
1997 10 79.7088 92.932 74.3214 79.5798
1997 11 81.684 92.374 75.7807 80.523
1997 12 81.5338 91.8187 76.1713 81.1186
1998 1 81.963 92.1634 77.0665 81.4519
1998 2 81.7755 92.0089 77.3318 81.4503
1998 3 82.078 92.195 77.5554 81.3677
1998 4 82.3341 92.7701 77.7597 81.649
1998 5 82.9621 93.0758 78.2811 82.2631
1998 6 79.1925 93.3586 78.3414 81.7323
1998 7 75.8369 93.5829 77.6569 81.393
1998 8 85.3089 93.3568 80.4239 82.883
1998 9 84.8042 92.3087 80.2769 82.8874
1998 10 86.4907 92.2423 81.2711 83.5903
1998 11 86.226 91.4854 81.2115 83.7442
1998 12 86.9083 91.1425 81.3148 84.3842
1999 1 86.9876 92.4975 81.4215 84.5463
1999 2 87.6647 92.5726 82.0051 85.0114
1999 3 87.4134 92.5085 81.8898 85.5797
1999 4 88.3614 91.9743 82.1287 86.0153
1999 5 89.2432 92.8975 83.3214 86.4971
1999 6 88.7318 91.8139 83.0564 86.8858
1999 7 88.8124 91.2545 83.8099 88.0352
1999 8 90.8818 92.1143 84.2154 88.0573
1999 9 89.8218 91.6985 84.0261 87.9717
1999 10 92.5558 92.9614 84.6624 89.0472
1999 11 91.7909 93.1075 84.6016 90.0571
1999 12 91.8699 94.4003 85.2038 90.7234
2000 1 93.6972 92.1345 86.6449 91.0616
2000 2 93.2935 93.0634 87.2963 91.3223
2000 3 93.1766 92.7556 88.1045 91.937
2000 4 94.2279 93.4948 89.1732 92.207
2000 5 93.8901 93.7795 89.7852 92.4332
2000 6 93.6092 94.0528 89.8586 92.5676
2000 7 91.1898 94.0873 90.5663 92.1214
2000 8 91.6481 93.5198 90.2473 92.0272
2000 9 92.3232 94.6133 91.421 92.2573
2000 10 91.2504 93.7213 91.0034 92.0055
2000 11 89.0649 95.0019 90.7642 91.7481
2000 12 87.8054 96.2365 89.8779 91.1478
2001 1 86.2333 95.7546 89.7202 90.0956
2001 2 86.0544 94.9355 89.2154 89.6969
2001 3 87.903 94.0063 88.8358 89.3176
2001 4 88.4142 94.4072 86.7567 89.1474
2001 5 88.9988 93.9205 85.2383 88.3374
2001 6 88.1958 93.9525 84.4392 87.4714
2001 7 89.1464 93.299 83.6115 86.8708
2001 8 87.6368 93.8321 82.1058 87.0446
2001 9 86.9829 93.5423 80.8666 86.9279
2001 10 86.2981 94.3157 79.2649 86.407
2001 11 87.6492 93.6193 78.8457 85.791
2001 12 89.6385 93.5968 78.2489 85.5582
2002 1 89.6583 94.8538 78.1776 86.2756
2002 2 90.3067 93.8232 77.8336 86.7257
2002 3 90.9336 94.7808 78.1644 87.3121
2002 4 92.2653 94.0275 77.6717 88.264
2002 5 92.6557 94.3404 78.2145 88.8495
2002 6 93.7789 95.5055 78.7855 89.6347
2002 7 94.5416 94.8547 77.9388 89.4803
2002 8 94.2343 94.446 78.7926 89.7395
2002 9 94.2633 94.7576 78.5006 89.5728
2002 10 93.2476 94.7528 78.216 89.0341
2002 11 95.7332 94.8429 78.3492 89.6946
2002 12 93.9487 94.138 77.7375 89.4384
2003 1 95.3162 94.4275 77.9735 90.1896
2003 2 94.4124 96.3595 78.0396 90.2359
2003 3 94.5934 96.3628 78.2217 89.7453
2003 4 93.6809 95.4085 77.376 89.3113
2003 5 93.791 95.1568 77.2418 89.1898
2003 6 94.8999 94.8864 77.3264 89.2348
2003 7 96.7218 95.3252 76.8232 89.3359
2003 8 95.4845 95.1263 77.5838 89.3002
2003 9 98.6953 95.0769 78.2183 89.8413
2003 10 96.9193 94.4256 78.1055 90.2579
2003 11 97.8982 95.1137 79.6548 90.7453
2003 12 98.2479 95.2028 79.1528 90.871
2004 1 99.5045 95.4304 79.5083 90.987
2004 2 99.3876 96.1742 80.5442 91.3604
2004 3 98.1287 94.9088 80.355 91.2141
2004 4 98.361 95.7384 80.3973 91.5333
2004 5 97.2956 96.7537 81.2251 92.277
2004 6 95.1562 95.5135 81.0256 91.6547
2004 7 95.3638 95.6158 82.6355 92.4132
2004 8 96.9342 95.9691 82.5206 92.5576
2004 9 95.939 96.1538 82.6216 92.6072
2004 10 98.037 96.7327 83.4509 93.5559
2004 11 96.8402 97.0098 83.0403 94.0417
2004 12 97.8634 97.5661 83.6017 94.68
2005 1 97.4324 98.5142 84.8508 94.7675
2005 2 99.7581 98.2205 85.9727 95.4725
2005 3 98.1026 98.4623 85.6329 95.5246
2005 4 96.8141 98.4967 86.6755 95.2844
2005 5 96.9892 99.3361 87.5067 95.0373
2005 6 97.4006 100.2105 87.2592 95.3692
2005 7 96.3177 100.283 87.3905 95.1594
2005 8 98.2992 99.8729 87.9653 95.1162
2005 9 99.7519 99.5024 85.5552 91.3007
2005 10 100.7908 99.1694 89.9767 92.5051
2005 11 99.2975 99.2773 91.2508 94.2817
2005 12 97.7433 100.7577 90.6221 95.1679
2006 1 99.4592 98.842 92.0421 95.7991
2006 2 98.9848 98.7903 92.7569 95.9665
2006 3 99.5213 99.5457 93.4429 95.8448
2006 4 99.5636 99.7194 95.3391 96.3036
2006 5 98.9481 99.6847 95.0005 96.271
2006 6 99.5813 100.1293 95.6686 96.5972
2006 7 96.393 100.2393 96.891 96.8963
2006 8 98.4372 100.3799 97.2637 97.0029
2006 9 97.3685 100.281 97.3875 96.8985
2006 10 95.7393 100.8739 97.4512 96.6805
2006 11 96.968 100.5881 97.213 96.5454
2006 12 99.6921 100.2087 98.349 97.7443
2007 1 97.8425 100.3151 96.1686 97.5846
2007 2 99.5641 101.9174 97.4751 98.4878
2007 3 99.4072 100.3363 99.4911 98.8149
2007 4 101.8653 100.4628 100.6576 99.6351
2007 5 100.8764 100.1634 100.2303 99.9687
2007 6 101.7044 99.8984 99.8179 99.9003
2007 7 101.1128 100.1518 99.6944 100.1923
2007 8 100.5334 100.0447 99.468 100.417
2007 9 99.4896 100.5668 101.3031 100.8091
2007 10 99.1422 98.9346 100.8465 100.8261
2007 11 99.2919 98.7239 101.8821 101.6235
2007 12 99.1702 98.4848 102.9652 101.7408
2008 1 96.6657 98.9048 103.3531 101.2192
2008 2 95.7518 98.9996 104.3647 100.9275
2008 3 94.4738 98.2112 104 100.9949
2008 4 92.5012 98.0148 101.988 100.4336
2008 5 91.7529 97.677 102.2394 99.7714
2008 6 91.8884 97.3603 101.9151 99.5254
2008 7 88.4807 97.0962 101.366 99.447
2008 8 85.866 96.0775 97.9301 97.7244
2008 9 85.7036 95.611 89.7624 91.6186
2008 10 83.5678 96.6095 87.1158 93.9255
2008 11 81.1806 96.5081 88.3397 92.4819
2008 12 77.926 95.3537 89.083 89.0522
2009 1 70.0929 95.1375 84.2523 87.6572
2009 2 71.6421 94.9264 84.1021 86.985
2009 3 71.7141 94.347 81.8345 85.3411
2009 4 72.2924 93.6601 79.9039 84.7774
2009 5 69.0165 93.0876 77.9497 84.2127
2009 6 68.5668 92.8329 77.1542 83.7847
2009 7 74.6332 92.2628 77.6124 84.7729
2009 8 76.3299 92.7875 78.6079 85.8898
2009 9 79.0421 92.9831 78.7392 86.5787
2009 10 77.5375 93.7907 79.2046 86.7399
2009 11 79.3075 92.4341 78.8559 87.8024
2009 12 78.25 92.6714 80.3074 88.2995
2010 1 78.764 93.0203 81.4091 89.4649
2010 2 77.9274 92.5553 81.35 90.5632
2010 3 78.5731 92.4738 82.7206 91.2163
2010 4 79.0263 91.0885 84.2625 91.8159
2010 5 81.2127 92.786 86.1687 93.065
2010 6 80.1649 92.8532 87.0305 93.3817
2010 7 82.807 92.8184 88.4689 93.9751
2010 8 80.1147 93.1757 88.486 94.4933
2010 9 80.2722 92.8792 89.2615 95.3655
2010 10 81.826 92.5909 88.7388 94.7046
2010 11 80.3771 92.5065 89.5397 95.1348
2010 12 80.2923 94.0289 90.2531 96.562
2011 1 81.6973 93.6473 91.2626 96.5097
2011 2 83.9944 92.9135 92.0915 95.9152
2011 3 85.775 92.838 91.9875 97.1797
2011 4 83.1607 93.2626 91.4019 96.5907
2011 5 84.0313 93.646 92.4559 96.4631
2011 6 83.6473 93.6646 92.5739 96.8734
2011 7 86.0941 94.1517 93.0279 97.7686
2011 8 86.8127 94.2909 94.0682 97.8178
2011 9 87.5698 94.2041 94.6261 97.9787
2011 10 89.4549 93.9651 95.8667 98.7345
2011 11 88.1447 93.5122 96.5142 99.4487
2011 12 89.8691 93.4032 97.5015 100.5324
2012 1 92.8749 92.8704 99.4917 101.2287
2012 2 93.4401 93.2202 100.9999 101.2063
2012 3 93.1463 92.006 101.1911 100.7535
2012 4 94.1858 92.5605 102.608 101.6175
2012 5 93.1793 93.7338 102.9058 101.2716
2012 6 93.2486 93.5244 104.8438 101.0786
2012 7 93.1471 94.0893 105.0065 102.1726
2012 8 91.7549 93.3085 104.1836 101.0023
2012 9 91.4137 93.89 103.9747 101.2123
2012 10 91.6151 92.9604 102.6242 101.4336
2012 11 94.7478 93.0291 104.6309 102.4436
2012 12 95.9239 92.5679 105.9946 102.7169
