mon day year BHP VALE
3 15 2006 35.16 10.9
3 16 2006 35.26 10.87
3 17 2006 35.18 10.85
3 20 2006 35.11 10.85
3 21 2006 34.44 10.67
3 22 2006 35.21 10.68
3 23 2006 35.75 10.63
3 24 2006 36.17 10.94
3 27 2006 36.63 11.08
3 28 2006 36.2 10.89
3 29 2006 37.29 11.24
3 30 2006 38.88 11.66
3 31 2006 38.52 11.73
