AUSGDP,AUSCON,AUSINV,BELGDP,BELCON,BELINV,CYPGDP,CYPCON,CYPINV,ESTGDP,ESTCON,ESTINV,FINGDP,FINCON,FININV,FRAGDP,FRACON,FRAINV,GERGDP,GERCON,GERINV,GREGDP,GRECON,GREINV,IRLGDP,IRLCON,IRLINV,ITAGDP,ITACON,ITAINV,LATGDP,LATCON,LATINV,LITGDP,LITCON,LITINV,LUXGDP,LUXCON,LUXINV,MALGDP,MALCON,MALINV,NETGDP,NETCON,NETINV,PORGDP,PORCON,PORINV,SLKGDP,SLKCON,SLKINV,SLVGDP,SLVCON,SLVINV,SPAGDP,SPACON,SPAINV
76534.5,40019.9,17212.9,93007.4,48034.5,20510,4578.7,2998.2,578.8,4157.1,2106.4,1184.1,46925,25632,10231,511423.5,276796.1,112485.6,670960.7,372280,132830.7,47057.7,31529,6363.7,43596.4,19494.2,7564.7,388598.4,232513.5,69395.6,4972.7,3091.4,1210,7842.5,4896.6,1382,10339.4,3395.5,2110.5,1752.5,978,301.9,159327.2,70827.7,29465.4,41481.5,26497.3,6346.8,17700.4,9639.9,3753.3,8752.2,4882.9,1635.4,256217,142298,51443
76209.3,40184.8,17065.1,92694.1,48052.8,20357,4501,2931.6,786.7,4199.2,2134.1,1096,46698,25553,10053,511169.4,277160.1,111449,669058.1,371620.1,128273.7,46013.5,31483.2,5662,42884.2,19204.9,7981.2,384637.3,229963.4,67225.1,5018.1,3121.6,1164.6,7860.7,4997.8,1431.4,10414.3,3405.8,2070.2,1753.9,986.4,300,159849.1,70918.3,28615.8,41607.7,26393.1,6302.1,17775.7,9576.5,3704,8739.1,4744.3,1729.8,255338,141027,51179
76528.8,40377.7,17314.4,93210.5,48194,20488.5,4423.5,2921.4,604.7,4179.9,2155.6,1131.7,46988,25593,10001,514705.4,277819.9,111941.5,675250.1,373681.1,132335.5,46042,31629.2,5424.5,44059.4,19345.2,7662.2,384622.7,228747.3,66999.5,5014.1,3173.5,1156.4,7934.4,4978.4,1474.1,10701.7,3421.8,2266.1,1802.1,997.1,297.8,159559.8,70887.8,29581.6,41902,26555.4,6340.4,17862.4,9605,3740.9,8741.4,4752.5,1705.4,255124,140766,50632
76810.1,40325.1,17711.1,93568.8,48350.8,20541.7,4416.5,2881.7,618.6,4221.1,2152.3,1254.4,47182,25613,9802,514842.5,277791.1,112013.1,679055.6,376067.4,132912.2,46240.8,31696,5563.9,45018.6,19453.9,8667.9,386132.6,229044.3,66558.5,5069.5,3191.6,1156.2,8033.6,5098.4,1570.8,10833.6,3470.6,2323,1815,1000.5,283.1,160525.3,71214.9,30614.4,41851.5,26648,6408.1,17965.5,9605.3,3772,8793.3,4722.1,1706.3,254950,141066,51326
76993.8,40320.1,17683.1,93815,48289.4,20559.4,4387.2,2894.3,504.1,4234.7,2164.3,1279.4,46870,25589,9862,517296.5,279948.3,112721.4,681571.1,374729.6,135444.6,45946.6,31827.3,5434.2,44583.1,19503.2,8434.1,385405.1,229334.5,64980.3,5098.4,3175.2,1150.2,8108.7,5130.1,1562.8,10593.2,3482.6,2009.3,1818.7,1000.7,332.8,161542.9,71517.6,32565.4,42249.9,26910.1,6530.3,18083.2,9622.9,3936.4,8906.9,4787.3,1779.5,255677,141938,51330
77089.6,40581.8,17534.2,94040.2,48464.5,20907.2,4387.9,2904.5,463.4,4273.7,2184.3,1189.8,46555,25759,9675,517652,278494.2,112198.3,688424.5,375714.8,138412.5,46300.5,31838.6,5142.8,46396.2,19553.1,9243.6,385815.4,229013,65424.4,5119.2,3190.3,1162.3,8210,5211,1590,10968.9,3546.6,2530.7,1895.5,1004.3,331.3,161381.6,71025.9,29589.2,42041.7,27007.5,6319.6,18202.5,9692.2,3791,8936.5,4847.1,1801.5,256688,141985,53137
77109.1,40281.4,17332.1,94188.1,48422.3,21248.5,4373.6,2939.3,398.2,4306.2,2195.8,1157.2,46530,25746,9689,518463.5,279916.6,112115.2,688037.5,375967.9,136757.7,46226.7,31758.8,5296.8,48214.1,19722.2,9066,385418.1,229393.8,64719,5138.8,3206.8,1152.3,8264.6,5220.6,1586.1,10834.9,3561.2,2155.4,1941.4,1017.8,310.5,162326.6,71288.6,29333.7,42214.5,27084.5,6504.4,18331.1,9712.4,3866.9,9025,4839.8,1756,257680,143045,53480
77221.5,40441.7,17338.9,94657.6,48548.8,22832.8,4371.2,2949.7,676.7,4330.1,2226.8,1098.1,46771,25844,9760,520804.4,281405.3,112127.7,690424,379041.3,136118.3,46823.9,31861.6,5046.3,48537.7,19868.6,10361.8,386329,229931.8,64553.8,5153.5,3209,1158.9,8288.6,5243.1,1590.7,11153.5,3586.6,2285.7,1956.2,1018.8,309.4,162737.2,71265,29413.4,42290,27388.9,6619.5,18480.9,9738.4,3916,9080.1,4812.7,1767.5,259433,143764,53554
77483.9,40360.6,17329.5,95084.8,48699.2,21711.9,4363,2955.4,496.9,4393.7,2279.7,1223.9,46696,25778,9570,521382.1,282296.6,111743.9,697003.2,381174.6,138099.1,46297.9,32180.7,5590.1,48848.6,20061.5,10002.1,386186.7,230962.4,65318.4,5187.5,3245.9,1167.8,8305.5,5325.5,1610.1,11416.4,3644.7,2497.6,2019.3,1037.4,347.9,164203.6,72059.1,30333.1,42562.1,27474.4,6732.2,18643.8,9792.1,4035.5,9109.2,4864.9,1661.8,261379,144653,53882
77452.3,40440.5,17581.5,95518.5,48595.6,23820.3,4404.4,2980,418,4360.6,2285.7,1055.7,46375,26049,9645,523757.8,283533.7,112751,696116.2,380921.4,137346.9,46467.6,32195.1,5678.5,59894.5,20266.6,11649.1,387019.1,231851.9,65628.9,5235,3262,1168.7,8349.5,5389.6,1697.2,11590.8,3686.8,2329.2,2094.4,1039.7,382.3,165170.1,72525,23880.1,42851,27632.2,6946.4,18883.3,9843,4354.1,9151.5,4890.8,1738.2,264443,145885,55652
77983.5,40486.3,17620.2,96082.7,48947.6,21307.2,4449.8,2982.1,579.9,4420.6,2317.7,1042.2,46861,26074,9673,523576.2,284213.7,111930.1,700179.9,382006.1,137409.6,46506,32393.5,4854.7,59374,20415,13077.2,388517.1,233880.7,65985,5286.3,3282.2,1190,8419.5,5388.1,1730,11494.6,3716,2078.9,2144.7,1062.9,562.1,165691.8,72943.8,62314.8,43021.3,27938.1,6989.5,19080.4,9904.7,4678.5,9213.2,4957.7,1716.8,266906,146921,56974
78357.3,40509.5,17947.2,96259.1,49059.5,21879.8,4473.9,3024.3,523.4,4427.7,2336,1059.4,46961,26279,9725,525757.6,285201,113217.7,702437.5,385188,138450.1,45611.4,30793.1,4742.8,60253,20639.3,13994.1,389539.7,235153.8,66562.6,5339.6,3319.1,1133.8,8477.3,5515.2,1672.6,11424.9,3705.2,2138.5,2179.7,1093.3,558.4,166255.7,72850.9,33008.3,43083.4,27938.5,6871.1,19297.3,10000,4916.3,9234.4,4991.3,1708.8,269498,148753,57538
78512.9,40758.6,17927.5,96682.7,49300.6,22076.5,4510.9,3047.1,794.1,4451.5,2342.2,1154.9,47289,26318,9933,526830,285233.7,114398.4,706243.2,387538.3,141922.6,46173.7,31913.9,5930.8,60504.6,20717.8,19065.2,391016,235986.3,66704,5319.1,3294.1,1102.5,8488.9,5544.9,1599,11607.5,3696.5,2013.5,2237.6,1090.1,519.8,166285.1,73012.3,33928.3,43233.9,27941.8,6896.7,19472.5,10054.3,5075.6,9284.4,4957.1,1703.9,272063,149354,58165
79209.8,40765.9,18386.7,96843.4,49549.9,22473.8,4593.1,3078.5,312.6,4511.5,2392.9,1147.5,47619,26561,10275,530237.5,288149.6,115507.6,712693.1,389228.5,144069.4,46166.5,31785.6,5185.9,61620.2,21289.6,18079.5,391944.6,236190.4,67519.1,5326.2,3321.7,1047.9,8514.3,5556.7,1673.5,11584.2,3695.6,2197.1,2251.1,1090.5,447.2,167791.8,73158.6,34518.2,43414.7,28361,6888.2,19592,10130.4,4473.6,9369.5,5054.5,1582,273898,150521,58101
79351.2,41053.4,18559.3,97546.3,49730.5,22653.7,4641.1,3124.5,1297.9,4518.1,2407.9,1111.8,48120,26827,10528,528704.3,288709.6,115400.7,715853.8,389264.7,142502.4,45923.9,31688.1,5531.1,61858.9,21235.5,22857.7,392868.2,236552.3,67411.8,5352.1,3331.2,999.3,8569,5684.6,1707.9,11902.4,3741.1,2298.1,2253,1091.1,554.9,168159.1,73113.1,35783.1,43584.6,28379.6,6947.7,19718.3,10211.9,4394,9456,5133.6,1646.9,275758,151409,58632
79705.8,41269.5,18444.3,97727.3,49912.1,24453.4,4688.3,3152.1,611.5,4601.5,2416.8,1088.5,48419,26868,10623,529837.5,288682.7,115890.4,717079.3,391361.8,143455.2,46059,31784,5330.5,61036.6,21222.9,22414.8,394294.9,237604.6,68921.3,5369,3325.1,1032.8,8669.2,5787.4,1652.6,11929.6,3743.2,2406.9,2290.1,1096.3,471.3,170078.9,73737.8,35749.9,44082.6,28521.4,7109.2,19839.6,10260.2,4156.9,9582.4,5174.1,1679.6,277861,152669,58751
80530.3,41554.9,18795,98014,50119.3,22881.3,4775,3216.7,1061.8,4647,2441.7,1114.2,48525,26816,10895,533068.2,291343.1,116987.1,719852.9,394254.3,143806.2,46128.2,32152.6,6139.7,67328.5,21407.8,25033.4,396158.5,238458.7,70774.6,5459.8,3368.3,1064.7,8779.8,5845.2,1707.8,11812.4,3877.7,2518.4,2351.8,1116.7,543.8,171540.9,74574.9,35885.8,44423.6,28874.9,7405.7,19981.7,10370.1,4218.1,9647.5,5198.4,1707.4,279431,153162,59410
80981.3,41448.8,19061.1,98674.6,50201.8,23336.3,4812.3,3226.4,1019.1,4715.4,2440.8,1325.5,49368,27100,10878,537611.8,292089.4,119758,727834.9,395664.4,146686.4,46158.9,32134.2,5585.9,63954.1,21526.7,14184.4,398362.2,240280.4,69535.7,5554.3,3409.7,1103.9,8876.5,5863.7,1724,11879.4,3827.7,2559.8,2402.4,1133.6,479.6,172418.7,74436.2,35919.7,44752.7,29065,7590.1,20135.2,10456.9,4375.4,9814.1,5157.6,1791.2,281707,153950,60853
81491.6,41647.9,19253.2,99073.4,50491.5,23573.2,4858.6,3248,751.5,4770.4,2463,1304.9,49430,26888,11094,541277.2,292908.7,121058.1,731834,398665.5,148629.5,46731.5,32084.5,5049.8,65964.8,21349.5,21015,399900.7,240619.6,70460,5625.2,3434,1191.2,8944.1,5919.2,1777.3,11895.1,3867.9,2597,2421.4,1121.4,400.5,173956.6,75080.4,36279.1,44924.8,28943.3,7735.9,20306.9,10570.8,4233.3,9948.4,5210.2,1811.1,284169,155237,60754
82093.7,42074.2,19265.9,99234.2,50404.4,23539.6,4907.8,3293.9,705.7,4786.2,2500.3,1261.7,49596,27108,11383,544737.8,294657.7,122468.9,736091.2,400256.3,149218.7,46933,32189.5,6725,69051.7,21846.6,12592.4,401493.5,241261.4,72742.8,5677.1,3495.8,1216.1,9034.5,5914.4,1790.9,12008.2,3902,2282.1,2466.8,1136.3,439.9,175133.6,75743.4,37949.6,45184.4,29277.5,7772.5,20482.2,10651.3,4800.5,10036.9,5269.9,1810.8,285986,156621,62153
82774.7,42047.2,19489.5,99915,50421.8,23658,4954.2,3316.5,1759.6,4873.1,2512.6,1143.6,50153,27249,11151,548755.9,295299.2,123531.2,740025.7,401558,149707.6,47117.9,32136.8,6913.4,71005.5,22001.9,13952.8,403103,241232.7,74186.3,5716.9,3534.4,1247.2,9104.3,5997.9,1874.5,12179.6,3910.4,2355.2,2473.9,1150.8,545.3,176511.6,75668.1,37820.1,45548.9,29502.6,7856.4,20730.3,10721.8,4421.4,10255.8,5328,1915.8,288064,157274,62509
83521.4,42293.4,19566.4,100184.2,50849,23958.3,5006.9,3338.1,476.7,4877.7,2553.4,1202.8,50352,27491,11491,550482.3,296099.3,123457.7,742783.2,402389.6,151280.9,47342.3,32306.1,5084.8,70675.6,21971.2,14144.1,403982.6,242376.6,72904.8,5829.1,3573.1,1336.8,9185.3,6051.7,1863.3,12240.6,4016,2432.3,2525,1187.2,394.2,177631.9,76664.4,38040.4,45764.7,29719.8,7930.3,20936.2,10837.2,4720.3,10325.6,5344.5,1964.1,289861,158629,63255
83904.9,42556.4,19956,100504.9,50961.8,23945.2,5048.4,3390.6,950.9,4962.7,2590.4,1292.9,50449,27702,11423,551344.1,295325.2,124720.6,746137.2,403582.8,152145.9,47458.1,32497.9,6015.2,72150,22263.4,14432.2,403984.8,242057.1,74837.9,5886.3,3611.8,1353.9,9272.2,6179.1,1908.1,12263.6,4012.7,2432.4,2580,1216.2,440.6,178782.1,76975.7,38342.8,46035,29765.7,8094.6,21163.8,10873,4932.6,10410.8,5324.2,1998.3,291583,158741,65295
84188.5,42439.8,19980.2,100771.4,50884.8,24057.1,5094,3405.3,983.9,4972,2605.2,1312.8,50507,27551,11352,552784.6,296444.1,125770.5,744653.7,403004.2,152860.5,47902.9,32538.6,5190.1,72786.6,22474.1,18074.6,403468.8,242008.2,73941.4,5966.4,3643.3,1409.3,9311.6,6170.1,1927,12314.6,4047.6,2211.8,2654.2,1228,456,179205.8,76971.3,37409.6,46151.8,29970.2,8159.7,21370.3,10952,4575.2,10541.5,5354.2,2061.1,293145,159670,65417
84467.4,42579,20177,101143.5,50888.4,24883.3,5141.1,3438,1525.5,5078.8,2635.7,1348.1,50530,27737,11598,555109,297298.9,126471.1,744782.7,404052.8,154126.7,47835.8,32484.7,5078.3,72846.1,22579.5,19892.7,403103.8,242548.6,74374.1,6021.6,3668.8,1460.2,9444.8,6219.7,1945.5,12392.7,4079.8,2441.8,2662.5,1237.4,544.9,180172.4,77240.4,38842.7,46328.5,30354.7,8178,21539.6,11011.2,4822.2,10619.4,5430.7,2077.2,294768,160338,65268
